y1_statefips,y1_countyfips,y2_statefips,y2_countyfips,y2_state,y2_countyname,n1,n2,agi
6,1,96,0,CA,Alameda County Total Migration-US and Foreign,55667,94920,8693754
6,1,97,0,CA,Alameda County Total Migration-US,55628,94850,8691620
6,1,97,1,CA,Alameda County Total Migration-Same State,37525,64178,5821547
6,1,97,3,CA,Alameda County Total Migration-Different State,18103,30672,2870074
6,1,98,0,CA,Alameda County Total Migration-Foreign,39,70,2134
6,1,6,1,CA,Alameda County Non-migrants,634717,1241066,102218029
6,1,6,13,CA,Contra Costa County,8244,15271,1416882
6,1,6,85,CA,Santa Clara County,5221,8248,1032601
6,1,6,77,CA,San Joaquin County,3895,8884,452711
6,1,6,75,CA,San Francisco County,3743,4586,627590
6,1,6,37,CA,Los Angeles County,2365,3222,273826
6,1,6,81,CA,San Mateo County,2139,3228,351083
6,1,6,67,CA,Sacramento County,1961,3521,200792
6,1,6,95,CA,Solano County,1184,2116,111916
6,1,6,73,CA,San Diego County,1106,1684,175316
6,1,53,33,WA,King County,937,1361,192012
6,1,6,99,CA,Stanislaus County,910,1963,69885
6,1,6,59,CA,Orange County,786,1233,150160
6,1,32,3,NV,Clark County,764,1331,109581
6,1,6,61,CA,Placer County,658,1398,120803
6,1,6,97,CA,Sonoma County,622,980,94538
6,1,4,13,AZ,Maricopa County,586,1021,90648
6,1,36,61,NY,New York County,563,639,94817
6,1,48,453,TX,Travis County,476,800,136439
6,1,6,41,CA,Marin County,462,710,94839
6,1,36,47,NY,Kings County,449,513,68963
6,1,41,51,OR,Multnomah County,440,612,54791
6,1,17,31,IL,Cook County,362,507,51807
6,1,6,65,CA,Riverside County,359,605,42838
6,1,48,201,TX,Harris County,346,628,38198
6,1,6,19,CA,Fresno County,337,570,27241
6,1,32,31,NV,Washoe County,318,523,65214
6,1,48,491,TX,Williamson County,299,747,77496
6,1,6,87,CA,Santa Cruz County,294,419,37958
6,1,48,85,TX,Collin County,291,728,56024
6,1,6,71,CA,San Bernardino County,274,459,26922
6,1,48,113,TX,Dallas County,271,474,48789
6,1,6,113,CA,Yolo County,237,360,21389
6,1,25,17,MA,Middlesex County,232,331,32291
6,1,6,17,CA,El Dorado County,230,447,47017
6,1,15,3,HI,Honolulu County,213,347,25145
6,1,6,53,CA,Monterey County,207,342,45968
6,1,6,47,CA,Merced County,199,427,13855
6,1,6,57,CA,Nevada County,186,320,31772
6,1,8,31,CO,Denver County,180,247,33757
6,1,37,183,NC,Wake County,174,431,33329
6,1,11,1,DC,District of Columbia,172,216,26756
6,1,6,55,CA,Napa County,170,275,26825
6,1,13,121,GA,Fulton County,169,289,21589
6,1,16,1,ID,Ada County,159,333,33965
6,1,48,121,TX,Denton County,148,350,39197
6,1,6,111,CA,Ventura County,147,239,17209
6,1,6,83,CA,Santa Barbara County,145,202,28262
6,1,6,7,CA,Butte County,143,229,11434
6,1,49,35,UT,Salt Lake County,143,243,25461
6,1,6,79,CA,San Luis Obispo County,142,223,22775
6,1,36,81,NY,Queens County,139,184,17141
6,1,41,67,OR,Washington County,134,231,18687
6,1,48,439,TX,Tarrant County,133,243,18525
6,1,6,29,CA,Kern County,123,224,8679
6,1,53,11,WA,Clark County,123,231,22687
6,1,42,101,PA,Philadelphia County,121,150,10348
6,1,53,61,WA,Snohomish County,121,225,21705
6,1,6,9,CA,Calaveras County,120,244,18905
6,1,12,86,FL,Miami-Dade County,117,184,26669
6,1,25,25,MA,Suffolk County,117,141,11649
6,1,6,89,CA,Shasta County,114,195,11100
6,1,48,29,TX,Bexar County,114,229,8941
6,1,24,31,MD,Montgomery County,111,183,12896
6,1,4,19,AZ,Pima County,102,161,11137
6,1,34,17,NJ,Hudson County,96,126,17996
6,1,37,119,NC,Mecklenburg County,96,195,12247
6,1,41,39,OR,Lane County,94,147,11671
6,1,12,11,FL,Broward County,92,148,14915
6,1,27,53,MN,Hennepin County,92,150,13264
6,1,6,109,CA,Tuolumne County,91,158,13026
6,1,6,107,CA,Tulare County,88,151,6052
6,1,53,53,WA,Pierce County,88,161,13523
6,1,48,157,TX,Fort Bend County,87,215,14707
6,1,8,13,CO,Boulder County,86,142,20900
6,1,41,5,OR,Clackamas County,85,174,14449
6,1,42,3,PA,Allegheny County,85,122,12419
6,1,6,23,CA,Humboldt County,83,134,7745
6,1,51,59,VA,Fairfax County,81,142,11439
6,1,12,95,FL,Orange County,78,132,12228
6,1,41,17,OR,Deschutes County,78,136,15640
6,1,47,37,TN,Davidson County,77,121,9545
6,1,6,39,CA,Madera County,75,156,6461
6,1,12,57,FL,Hillsborough County,74,122,9739
6,1,8,35,CO,Douglas County,71,144,12433
6,1,8,5,CO,Arapahoe County,70,143,10124
6,1,13,89,GA,DeKalb County,70,107,7268
6,1,8,41,CO,El Paso County,68,129,7524
6,1,37,63,NC,Durham County,66,90,9686
6,1,6,45,CA,Mendocino County,64,89,11040
6,1,12,99,FL,Palm Beach County,64,96,15135
6,1,13,135,GA,Gwinnett County,63,131,8123
6,1,8,59,CO,Jefferson County,61,90,10691
6,1,26,161,MI,Washtenaw County,61,81,6479
6,1,36,119,NY,Westchester County,61,117,19352
6,1,6,69,CA,San Benito County,60,112,9011
6,1,49,49,UT,Utah County,60,148,7919
6,1,41,29,OR,Jackson County,59,89,6201
6,1,13,67,GA,Cobb County,58,98,8697
6,1,16,27,ID,Canyon County,55,127,9938
6,1,39,49,OH,Franklin County,54,78,6488
6,1,12,31,FL,Duval County,52,90,11867
6,1,24,510,MD,Baltimore city,52,68,5162
6,1,53,35,WA,Kitsap County,52,87,6847
6,1,6,5,CA,Amador County,51,87,7095
6,1,35,1,NM,Bernalillo County,51,73,4785
6,1,26,125,MI,Oakland County,50,87,7553
6,1,48,339,TX,Montgomery County,50,116,9354
6,1,6,33,CA,Lake County,48,71,4323
6,1,26,163,MI,Wayne County,48,92,8077
6,1,36,59,NY,Nassau County,48,71,5923
6,1,39,35,OH,Cuyahoga County,48,61,5241
6,1,12,103,FL,Pinellas County,47,68,8296
6,1,32,5,NV,Douglas County,47,82,18196
6,1,53,73,WA,Whatcom County,47,70,7830
6,1,4,25,AZ,Yavapai County,46,72,8162
6,1,55,25,WI,Dane County,46,73,6189
6,1,34,23,NJ,Middlesex County,45,81,5485
6,1,4,21,AZ,Pinal County,44,75,5029
6,1,6,115,CA,Yuba County,44,83,3210
6,1,29,189,MO,St. Louis County,43,74,5138
6,1,53,63,WA,Spokane County,43,89,7176
6,1,9,170,CT,South Central Connecticut Plannin,42,65,3363
6,1,15,9,HI,Maui County,42,69,10653
6,1,37,21,NC,Buncombe County,42,63,5742
6,1,44,7,RI,Providence County,42,59,4373
6,1,53,67,WA,Thurston County,42,70,3929
6,1,13,117,GA,Forsyth County,41,117,9043
6,1,15,1,HI,Hawaii County,40,71,6532
6,1,27,123,MN,Ramsey County,40,78,4873
6,1,8,69,CO,Larimer County,39,65,6515
6,1,34,21,NJ,Mercer County,39,62,6717
6,1,51,13,VA,Arlington County,39,59,6227
6,1,57,5,FR,Foreign - APO/FPO ZIPs,39,70,2134
6,1,17,43,IL,DuPage County,38,68,6638
6,1,41,47,OR,Marion County,38,64,3665
6,1,17,97,IL,Lake County,37,78,7038
6,1,55,79,WI,Milwaukee County,36,58,4282
6,1,24,33,MD,Prince George's County,35,49,3468
6,1,47,187,TN,Williamson County,35,85,10105
6,1,18,57,IN,Hamilton County,34,68,3467
6,1,48,141,TX,El Paso County,34,55,1879
6,1,35,49,NM,Santa Fe County,33,46,5271
6,1,39,61,OH,Hamilton County,33,58,4386
6,1,48,209,TX,Hays County,33,79,12540
6,1,8,1,CO,Adams County,32,46,4026
6,1,22,71,LA,Orleans Parish,32,47,5268
6,1,25,21,MA,Norfolk County,32,47,3370
6,1,36,55,NY,Monroe County,32,53,5559
6,1,12,101,FL,Pasco County,31,69,4493
6,1,29,95,MO,Jackson County,30,54,2909
6,1,32,19,NV,Lyon County,30,51,2486
6,1,16,55,ID,Kootenai County,29,53,6800
6,1,18,97,IN,Marion County,29,51,1447
6,1,34,13,NJ,Essex County,29,67,7088
6,1,47,65,TN,Hamilton County,29,57,5431
6,1,47,93,TN,Knox County,29,54,3492
6,1,51,107,VA,Loudoun County,29,77,7170
6,1,6,101,CA,Sutter County,28,52,1432
6,1,12,71,FL,Lee County,28,40,3560
6,1,23,5,ME,Cumberland County,28,48,5208
6,1,2,20,AK,Anchorage Municipality,27,47,2109
6,1,9,190,CT,Western Connecticut Planning Regi,27,48,4482
6,1,12,21,FL,Collier County,27,50,3931
6,1,12,105,FL,Polk County,27,46,1900
6,1,26,81,MI,Kent County,27,53,4352
6,1,34,3,NJ,Bergen County,27,48,4434
6,1,36,103,NY,Suffolk County,27,33,2252
6,1,36,109,NY,Tompkins County,27,44,1779
6,1,37,135,NC,Orange County,27,48,7177
6,1,41,3,OR,Benton County,27,46,3266
6,1,42,91,PA,Montgomery County,27,49,5814
6,1,48,27,TX,Bell County,27,46,2479
6,1,6,31,CA,Kings County,26,37,1104
6,1,6,93,CA,Siskiyou County,26,36,3323
6,1,41,19,OR,Douglas County,26,36,2315
6,1,10,3,DE,New Castle County,25,43,3206
6,1,20,91,KS,Johnson County,25,55,2576
6,1,36,29,NY,Erie County,25,44,2154
6,1,40,143,OK,Tulsa County,25,40,1627
6,1,6,103,CA,Tehama County,24,33,1486
6,1,29,510,MO,St. Louis city,24,32,2175
6,1,42,29,PA,Chester County,24,47,4983
6,1,51,810,VA,Virginia Beach city,24,35,1908
6,1,25,9,MA,Essex County,23,46,9509
6,1,40,109,OK,Oklahoma County,23,43,2222
6,1,50,7,VT,Chittenden County,23,41,3647
6,1,5,7,AR,Benton County,22,37,2474
6,1,8,123,CO,Weld County,22,35,3262
6,1,9,110,CT,Capitol Planning Region,22,38,3052
6,1,12,9,FL,Brevard County,22,48,3355
6,1,12,81,FL,Manatee County,22,38,3179
6,1,21,111,KY,Jefferson County,22,42,3708
6,1,25,15,MA,Hampshire County,22,37,3066
6,1,31,55,NE,Douglas County,22,39,1268
6,1,32,510,NV,Carson City,22,35,2128
6,1,42,45,PA,Delaware County,22,37,5531
6,1,53,9,WA,Clallam County,22,35,4594
6,1,36,1,NY,Albany County,21,29,1598
6,1,47,157,TN,Shelby County,21,24,2152
6,1,13,63,GA,Clayton County,20,31,1177
6,1,25,27,MA,Worcester County,20,37,2840
6,1,37,133,NC,Onslow County,20,44,1205
6,1,37,179,NC,Union County,20,55,4584
6,1,45,19,SC,Charleston County,20,36,2576
6,1,47,149,TN,Rutherford County,20,29,2383
6,1,58,0,SS,Other flows - Same State,94,159,10007
6,1,59,0,DS,Other flows - Different State,3712,6504,456861
6,1,59,1,DS,Other flows - Northeast,593,969,72372
6,1,59,3,DS,Other flows - Midwest,766,1366,86395
6,1,59,5,DS,Other flows - South,1658,3035,202887
6,1,59,7,DS,Other flows - West,695,1134,95207
6,1,57,9,FR,Foreign - Other flows,-1,-1,-1
6,3,96,0,CA,Alpine County Total Migration-US and Foreign,58,89,7187
6,3,97,0,CA,Alpine County Total Migration-US,58,89,7187
6,3,97,1,CA,Alpine County Total Migration-Same State,27,41,4242
6,3,97,3,CA,Alpine County Total Migration-Different State,31,48,2945
6,3,6,3,CA,Alpine County Non-migrants,350,630,30307
6,3,58,0,SS,Other flows - Same State,27,41,4242
6,3,59,0,DS,Other flows - Different State,31,48,2945
6,3,59,1,DS,Other flows - Northeast,-1,-1,-1
6,3,59,3,DS,Other flows - Midwest,-1,-1,-1
6,3,59,5,DS,Other flows - South,-1,-1,-1
6,3,59,7,DS,Other flows - West,31,48,2945
6,5,96,0,CA,Amador County Total Migration-US and Foreign,1159,1942,70112
6,5,97,0,CA,Amador County Total Migration-US,1159,1942,70112
6,5,97,1,CA,Amador County Total Migration-Same State,781,1234,45549
6,5,97,3,CA,Amador County Total Migration-Different State,378,708,24562
6,5,6,5,CA,Amador County Non-migrants,14897,28200,1249814
6,5,6,67,CA,Sacramento County,166,276,9753
6,5,6,77,CA,San Joaquin County,77,134,3891
6,5,6,9,CA,Calaveras County,62,113,3868
6,5,6,17,CA,El Dorado County,60,117,4011
6,5,6,61,CA,Placer County,40,70,3293
6,5,6,37,CA,Los Angeles County,30,34,516
6,5,6,1,CA,Alameda County,29,38,1559
6,5,6,73,CA,San Diego County,24,29,703
6,5,6,99,CA,Stanislaus County,24,42,1565
6,5,6,13,CA,Contra Costa County,22,27,2319
6,5,58,0,SS,Other flows - Same State,247,354,14070
6,5,59,0,DS,Other flows - Different State,378,708,24562
6,5,59,1,DS,Other flows - Northeast,-1,-1,-1
6,5,59,3,DS,Other flows - Midwest,44,98,2925
6,5,59,5,DS,Other flows - South,136,286,10530
6,5,59,7,DS,Other flows - West,198,324,11107
6,7,96,0,CA,Butte County Total Migration-US and Foreign,4984,8011,300533
6,7,97,0,CA,Butte County Total Migration-US,4984,8011,300533
6,7,97,1,CA,Butte County Total Migration-Same State,2934,4443,153312
6,7,97,3,CA,Butte County Total Migration-Different State,2050,3568,147220
6,7,6,7,CA,Butte County Non-migrants,72375,141109,5809857
6,7,6,67,CA,Sacramento County,345,511,17818
6,7,6,103,CA,Tehama County,210,368,10717
6,7,6,101,CA,Sutter County,183,319,9150
6,7,6,89,CA,Shasta County,175,274,8454
6,7,6,21,CA,Glenn County,161,284,7701
6,7,6,61,CA,Placer County,141,229,9074
6,7,6,37,CA,Los Angeles County,136,193,9156
6,7,6,73,CA,San Diego County,126,168,6876
6,7,6,115,CA,Yuba County,107,172,4445
6,7,32,31,NV,Washoe County,81,128,5774
6,7,6,1,CA,Alameda County,79,108,3437
6,7,6,13,CA,Contra Costa County,77,125,3905
6,7,6,85,CA,Santa Clara County,73,90,4769
6,7,6,23,CA,Humboldt County,69,95,3356
6,7,6,65,CA,Riverside County,67,99,3933
6,7,6,113,CA,Yolo County,66,103,3860
6,7,6,97,CA,Sonoma County,63,82,4202
6,7,6,95,CA,Solano County,55,76,2502
6,7,6,59,CA,Orange County,52,78,3279
6,7,4,13,AZ,Maricopa County,49,81,3535
6,7,16,1,ID,Ada County,49,86,2904
6,7,6,57,CA,Nevada County,48,75,2274
6,7,6,77,CA,San Joaquin County,45,62,1921
6,7,53,33,WA,King County,45,55,3066
6,7,32,3,NV,Clark County,44,68,2144
6,7,41,51,OR,Multnomah County,42,64,1717
6,7,6,99,CA,Stanislaus County,38,47,1977
6,7,6,53,CA,Monterey County,37,60,2301
6,7,6,75,CA,San Francisco County,37,46,2805
6,7,6,17,CA,El Dorado County,36,52,2159
6,7,6,45,CA,Mendocino County,35,58,1701
6,7,6,63,CA,Plumas County,34,59,1678
6,7,6,79,CA,San Luis Obispo County,34,40,1573
6,7,6,71,CA,San Bernardino County,31,40,1013
6,7,6,81,CA,San Mateo County,31,33,1532
6,7,6,83,CA,Santa Barbara County,26,32,933
6,7,6,87,CA,Santa Cruz County,26,34,1323
6,7,6,111,CA,Ventura County,25,32,1204
6,7,6,19,CA,Fresno County,24,37,1287
6,7,6,35,CA,Lassen County,24,41,878
6,7,41,67,OR,Washington County,24,31,1355
6,7,6,11,CA,Colusa County,23,31,968
6,7,16,27,ID,Canyon County,23,49,1919
6,7,41,29,OR,Jackson County,23,32,1145
6,7,6,29,CA,Kern County,22,35,1145
6,7,6,93,CA,Siskiyou County,21,31,1690
6,7,58,0,SS,Other flows - Same State,152,224,6317
6,7,59,0,DS,Other flows - Different State,1670,2974,123662
6,7,59,1,DS,Other flows - Northeast,99,141,5435
6,7,59,3,DS,Other flows - Midwest,193,327,20604
6,7,59,5,DS,Other flows - South,682,1295,48446
6,7,59,7,DS,Other flows - West,696,1211,49177
6,7,57,9,FR,Foreign - Other flows,-1,-1,-1
6,9,96,0,CA,Calaveras County Total Migration-US and Foreign,1440,2518,122907
6,9,97,0,CA,Calaveras County Total Migration-US,1440,2518,122907
6,9,97,1,CA,Calaveras County Total Migration-Same State,905,1519,82520
6,9,97,3,CA,Calaveras County Total Migration-Different State,535,999,40387
6,9,6,9,CA,Calaveras County Non-migrants,17020,33044,1477690
6,9,6,77,CA,San Joaquin County,133,237,8161
6,9,6,109,CA,Tuolumne County,101,161,4957
6,9,6,5,CA,Amador County,99,174,5688
6,9,6,67,CA,Sacramento County,74,123,5404
6,9,6,99,CA,Stanislaus County,67,107,3941
6,9,6,13,CA,Contra Costa County,47,74,4595
6,9,6,1,CA,Alameda County,37,65,3113
6,9,6,85,CA,Santa Clara County,33,66,4044
6,9,6,61,CA,Placer County,26,51,2756
6,9,4,13,AZ,Maricopa County,21,31,990
6,9,6,81,CA,San Mateo County,20,28,2015
6,9,58,0,SS,Other flows - Same State,268,438,28916
6,9,59,0,DS,Other flows - Different State,514,968,39397
6,9,59,1,DS,Other flows - Northeast,-1,-1,-1
6,9,59,3,DS,Other flows - Midwest,70,142,4359
6,9,59,5,DS,Other flows - South,204,410,16379
6,9,59,7,DS,Other flows - West,240,416,18659
6,9,57,9,FR,Foreign - Other flows,-1,-1,-1
6,11,96,0,CA,Colusa County Total Migration-US and Foreign,424,775,24878
6,11,97,0,CA,Colusa County Total Migration-US,424,775,24878
6,11,97,1,CA,Colusa County Total Migration-Same State,327,603,17349
6,11,97,3,CA,Colusa County Total Migration-Different State,97,172,7529
6,11,6,11,CA,Colusa County Non-migrants,8541,18856,632531
6,11,6,67,CA,Sacramento County,44,79,2167
6,11,6,101,CA,Sutter County,42,81,2225
6,11,6,113,CA,Yolo County,42,76,2156
6,11,6,7,CA,Butte County,37,59,1789
6,11,6,21,CA,Glenn County,37,71,1520
6,11,6,95,CA,Solano County,21,47,997
6,11,58,0,SS,Other flows - Same State,104,190,6494
6,11,59,0,DS,Other flows - Different State,97,172,7529
6,11,59,1,DS,Other flows - Northeast,-1,-1,-1
6,11,59,3,DS,Other flows - Midwest,-1,-1,-1
6,11,59,5,DS,Other flows - South,46,84,1858
6,11,59,7,DS,Other flows - West,51,88,5671
6,13,96,0,CA,Contra Costa County Total Migration-US and Foreign,32075,55687,4936224
6,13,97,0,CA,Contra Costa County Total Migration-US,32035,55614,4933552
6,13,97,1,CA,Contra Costa County Total Migration-Same State,20493,34156,2732232
6,13,97,3,CA,Contra Costa County Total Migration-Different State,11542,21458,2201321
6,13,98,0,CA,Contra Costa County Total Migration-Foreign,40,73,2672
6,13,6,13,CA,Contra Costa County Non-migrants,450543,922646,72367457
6,13,6,1,CA,Alameda County,5170,8156,729288
6,13,6,95,CA,Solano County,2219,4085,197599
6,13,6,75,CA,San Francisco County,1580,2216,194985
6,13,6,67,CA,Sacramento County,1356,2278,114624
6,13,6,85,CA,Santa Clara County,1104,1685,159565
6,13,6,77,CA,San Joaquin County,1091,2155,88741
6,13,6,37,CA,Los Angeles County,1079,1497,153919
6,13,6,81,CA,San Mateo County,829,1303,101267
6,13,6,73,CA,San Diego County,715,1161,118784
6,13,6,61,CA,Placer County,566,1157,91932
6,13,32,3,NV,Clark County,505,941,86432
6,13,6,59,CA,Orange County,492,855,79846
6,13,4,13,AZ,Maricopa County,490,937,76102
6,13,6,97,CA,Sonoma County,408,658,52153
6,13,32,31,NV,Washoe County,355,557,66986
6,13,48,201,TX,Harris County,338,692,65738
6,13,6,41,CA,Marin County,336,542,82479
6,13,53,33,WA,King County,329,511,152094
6,13,6,99,CA,Stanislaus County,273,532,16910
6,13,6,17,CA,El Dorado County,269,555,45559
6,13,6,65,CA,Riverside County,252,470,33967
6,13,36,61,NY,New York County,229,264,31455
6,13,6,55,CA,Napa County,226,394,32423
6,13,6,113,CA,Yolo County,225,379,22469
6,13,16,1,ID,Ada County,213,511,44129
6,13,48,453,TX,Travis County,205,336,78775
6,13,6,57,CA,Nevada County,199,361,54187
6,13,6,19,CA,Fresno County,179,317,10531
6,13,41,51,OR,Multnomah County,173,241,20496
6,13,6,7,CA,Butte County,166,292,13277
6,13,6,71,CA,San Bernardino County,149,259,11640
6,13,6,53,CA,Monterey County,142,237,20447
6,13,17,31,IL,Cook County,139,201,25777
6,13,6,87,CA,Santa Cruz County,132,199,15867
6,13,48,113,TX,Dallas County,131,216,13108
6,13,48,85,TX,Collin County,124,293,24578
6,13,6,79,CA,San Luis Obispo County,123,207,19158
6,13,48,121,TX,Denton County,121,282,24236
6,13,15,3,HI,Honolulu County,119,209,15976
6,13,48,439,TX,Tarrant County,119,243,19791
6,13,6,9,CA,Calaveras County,115,215,15374
6,13,48,339,TX,Montgomery County,109,264,22943
6,13,6,89,CA,Shasta County,105,215,10377
6,13,48,157,TX,Fort Bend County,105,298,29024
6,13,48,491,TX,Williamson County,105,244,20226
6,13,6,47,CA,Merced County,99,228,6837
6,13,12,86,FL,Miami-Dade County,98,189,26575
6,13,8,31,CO,Denver County,96,117,15346
6,13,6,29,CA,Kern County,91,171,8940
6,13,16,27,ID,Canyon County,88,189,10738
6,13,6,111,CA,Ventura County,87,154,16206
6,13,49,35,UT,Salt Lake County,87,165,15419
6,13,53,11,WA,Clark County,87,165,15891
6,13,53,53,WA,Pierce County,87,159,10716
6,13,6,83,CA,Santa Barbara County,84,139,13412
6,13,41,67,OR,Washington County,84,134,19539
6,13,4,19,AZ,Pima County,81,135,13725
6,13,36,47,NY,Kings County,79,92,12795
6,13,48,29,TX,Bexar County,72,128,8796
6,13,41,39,OR,Lane County,71,108,8452
6,13,13,121,GA,Fulton County,66,120,8892
6,13,37,183,NC,Wake County,66,136,10061
6,13,12,99,FL,Palm Beach County,64,144,28654
6,13,6,5,CA,Amador County,63,114,7881
6,13,41,17,OR,Deschutes County,63,113,13221
6,13,41,29,OR,Jackson County,63,97,6656
6,13,47,37,TN,Davidson County,62,93,6101
6,13,6,33,CA,Lake County,61,103,4784
6,13,12,95,FL,Orange County,61,110,7666
6,13,11,1,DC,District of Columbia,60,77,5829
6,13,25,17,MA,Middlesex County,60,107,12511
6,13,49,49,UT,Utah County,60,156,8576
6,13,6,115,CA,Yuba County,59,114,4583
6,13,12,11,FL,Broward County,59,104,7913
6,13,6,109,CA,Tuolumne County,58,108,7959
6,13,47,187,TN,Williamson County,56,184,19833
6,13,8,35,CO,Douglas County,55,127,15086
6,13,8,41,CO,El Paso County,54,108,8288
6,13,16,55,ID,Kootenai County,54,109,10630
6,13,6,23,CA,Humboldt County,53,74,3350
6,13,37,119,NC,Mecklenburg County,51,94,6458
6,13,41,5,OR,Clackamas County,50,83,8189
6,13,36,81,NY,Queens County,49,56,5567
6,13,53,61,WA,Snohomish County,49,90,6845
6,13,4,21,AZ,Pinal County,47,93,5272
6,13,6,39,CA,Madera County,47,86,3271
6,13,4,25,AZ,Yavapai County,46,85,8861
6,13,27,53,MN,Hennepin County,45,74,8179
6,13,35,1,NM,Bernalillo County,45,65,4591
6,13,8,13,CO,Boulder County,43,64,5878
6,13,12,57,FL,Hillsborough County,42,68,4144
6,13,6,107,CA,Tulare County,41,79,3190
6,13,24,31,MD,Montgomery County,41,82,7017
6,13,51,59,VA,Fairfax County,41,86,14658
6,13,53,35,WA,Kitsap County,41,60,9595
6,13,57,5,FR,Foreign - APO/FPO ZIPs,40,73,2672
6,13,53,63,WA,Spokane County,39,78,3274
6,13,6,101,CA,Sutter County,38,59,3559
6,13,8,5,CO,Arapahoe County,38,79,7548
6,13,8,59,CO,Jefferson County,38,60,9228
6,13,15,9,HI,Maui County,38,67,6437
6,13,6,45,CA,Mendocino County,37,59,2514
6,13,6,103,CA,Tehama County,37,58,2437
6,13,8,69,CO,Larimer County,37,78,5994
6,13,15,1,HI,Hawaii County,37,60,7071
6,13,32,5,NV,Douglas County,35,65,16842
6,13,32,19,NV,Lyon County,35,60,3557
6,13,13,135,GA,Gwinnett County,34,73,4041
6,13,20,91,KS,Johnson County,34,83,4785
6,13,25,25,MA,Suffolk County,34,46,4072
6,13,41,47,OR,Marion County,33,47,2063
6,13,13,67,GA,Cobb County,32,61,3707
6,13,42,101,PA,Philadelphia County,32,44,3502
6,13,48,141,TX,El Paso County,32,59,1903
6,13,18,57,IN,Hamilton County,30,83,3538
6,13,42,3,PA,Allegheny County,30,55,3909
6,13,47,93,TN,Knox County,30,65,4265
6,13,12,103,FL,Pinellas County,29,52,3213
6,13,26,125,MI,Oakland County,29,53,4379
6,13,39,49,OH,Franklin County,29,53,8850
6,13,53,67,WA,Thurston County,28,51,4613
6,13,53,73,WA,Whatcom County,28,52,7652
6,13,30,31,MT,Gallatin County,27,56,3666
6,13,12,71,FL,Lee County,26,41,3861
6,13,34,17,NJ,Hudson County,26,35,2914
6,13,47,125,TN,Montgomery County,25,52,1499
6,13,8,1,CO,Adams County,24,32,1724
6,13,40,109,OK,Oklahoma County,24,45,2748
6,13,40,143,OK,Tulsa County,24,46,2378
6,13,48,209,TX,Hays County,24,51,3801
6,13,5,7,AR,Benton County,23,54,6253
6,13,12,31,FL,Duval County,23,39,3896
6,13,32,510,NV,Carson City,23,35,2914
6,13,39,35,OH,Cuyahoga County,23,30,1755
6,13,47,149,TN,Rutherford County,23,50,3559
6,13,6,93,CA,Siskiyou County,22,36,1789
6,13,9,190,CT,Western Connecticut Planning Regi,22,49,14283
6,13,12,115,FL,Sarasota County,22,43,2596
6,13,48,367,TX,Parker County,22,58,2956
6,13,51,107,VA,Loudoun County,22,35,2442
6,13,13,89,GA,DeKalb County,21,28,1243
6,13,26,163,MI,Wayne County,21,47,1734
6,13,12,81,FL,Manatee County,20,48,3101
6,13,18,97,IN,Marion County,20,40,2037
6,13,22,71,LA,Orleans Parish,20,26,2174
6,13,36,103,NY,Suffolk County,20,30,2191
6,13,39,61,OH,Hamilton County,20,37,1792
6,13,42,91,PA,Montgomery County,20,39,3412
6,13,45,19,SC,Charleston County,20,33,2990
6,13,47,165,TN,Sumner County,20,42,2230
6,13,51,13,VA,Arlington County,20,34,2497
6,13,58,0,SS,Other flows - Same State,116,196,10156
6,13,59,0,DS,Other flows - Different State,3824,7294,672845
6,13,59,1,DS,Other flows - Northeast,552,1000,121682
6,13,59,3,DS,Other flows - Midwest,729,1349,93231
6,13,59,5,DS,Other flows - South,1759,3489,335444
6,13,59,7,DS,Other flows - West,784,1456,122489
6,13,57,9,FR,Foreign - Other flows,-1,-1,-1
6,15,96,0,CA,Del Norte County Total Migration-US and Foreign,652,1150,30830
6,15,97,0,CA,Del Norte County Total Migration-US,652,1150,30830
6,15,97,1,CA,Del Norte County Total Migration-Same State,314,528,13687
6,15,97,3,CA,Del Norte County Total Migration-Different State,338,622,17143
6,15,6,15,CA,Del Norte County Non-migrants,8487,17209,519466
6,15,41,15,OR,Curry County,49,84,2667
6,15,6,23,CA,Humboldt County,44,74,1943
6,15,6,67,CA,Sacramento County,28,44,1399
6,15,41,29,OR,Jackson County,27,48,1549
6,15,6,37,CA,Los Angeles County,26,36,635
6,15,58,0,SS,Other flows - Same State,216,374,9711
6,15,59,0,DS,Other flows - Different State,262,490,12928
6,15,59,1,DS,Other flows - Northeast,-1,-1,-1
6,15,59,3,DS,Other flows - Midwest,30,68,1332
6,15,59,5,DS,Other flows - South,70,126,3636
6,15,59,7,DS,Other flows - West,162,296,7959
6,15,57,9,FR,Foreign - Other flows,-1,-1,-1
6,17,96,0,CA,El Dorado County Total Migration-US and Foreign,6637,11076,687613
6,17,97,0,CA,El Dorado County Total Migration-US,6637,11076,687613
6,17,97,1,CA,El Dorado County Total Migration-Same State,3573,5580,361403
6,17,97,3,CA,El Dorado County Total Migration-Different State,3064,5496,326210
6,17,6,17,CA,El Dorado County Non-migrants,74318,150528,9749830
6,17,6,67,CA,Sacramento County,1354,2173,114448
6,17,6,61,CA,Placer County,414,697,38472
6,17,32,5,NV,Douglas County,221,367,26995
6,17,32,31,NV,Washoe County,196,298,20688
6,17,6,73,CA,San Diego County,145,212,14904
6,17,32,510,NV,Carson City,123,218,8304
6,17,6,37,CA,Los Angeles County,120,158,8667
