hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,9,193.95,192.18
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,10,192.33,191.31
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,11,191.12,190.14
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,12,189.24,189.91
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,1,189.22,190.25
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,2,188.95,190.05
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,3,188.47,189.28
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,4,189.36,188.65
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,5,190.79,188.30
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,6,193.79,190.63
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,7,191.30,188.31
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,8,191.11,188.58
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,9,187.86,185.96
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,10,190.58,189.28
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,11,189.70,188.69
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,12,186.38,187.20
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,1,185.91,187.11
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,2,184.04,185.42
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,3,183.65,184.56
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,4,185.89,185.28
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,5,188.28,185.67
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,6,186.05,182.77
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,7,186.16,182.99
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,8,185.24,182.57
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,9,183.81,181.78
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,10,182.87,181.43
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,11,182.73,181.92
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2010,12,177.78,178.61
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,1,178.58,179.87
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,2,177.13,178.65
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,3,175.45,176.18
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,4,178.24,177.42
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,5,180.02,177.16
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,6,180.47,176.97
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,7,182.61,179.17
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,8,182.25,179.41
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,9,179.39,177.20
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,10,178.65,177.20
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,11,178.40,177.74
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2011,12,180.76,181.62
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,1,175.12,176.49
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,2,176.93,178.56
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,3,180.41,180.78
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,4,181.91,180.74
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,5,184.84,181.71
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,6,185.93,182.12
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,7,185.21,181.62
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,8,184.22,181.34
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,9,183.55,181.19
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,10,184.00,182.58
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,11,183.60,183.04
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2012,12,183.78,184.52
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,1,182.65,184.12
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,2,183.22,184.91
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,3,186.27,186.16
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,4,188.46,186.80
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,5,190.47,187.02
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,6,192.89,188.87
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,7,190.78,187.07
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,8,190.07,187.12
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,9,193.50,191.02
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,10,190.82,189.53
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,11,188.48,187.98
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2013,12,188.87,189.44
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,1,188.02,189.48
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,2,189.74,191.40
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,3,190.67,190.13
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,4,193.17,191.28
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,5,194.89,191.37
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,6,196.74,192.59
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,7,196.74,193.06
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,8,196.41,193.55
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,9,195.56,193.19
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,10,195.24,194.12
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,11,196.20,195.86
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2014,12,194.42,194.87
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,1,196.47,197.86
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,2,195.33,196.77
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,3,199.90,199.02
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,4,202.54,200.51
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,5,202.80,199.23
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,6,203.90,199.76
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,7,203.73,200.03
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,8,204.50,201.57
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,9,203.90,201.72
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,10,204.00,203.00
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,11,204.50,204.09
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2015,12,205.04,205.46
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,1,206.08,207.25
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,2,204.38,205.45
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,3,207.62,206.44
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,4,210.18,208.14
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,5,212.66,209.07
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,6,213.20,209.01
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,7,214.61,210.68
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,8,215.14,212.06
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,9,214.60,212.51
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,10,214.22,213.21
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,11,214.51,214.02
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2016,12,216.28,216.60
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,1,212.37,213.23
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,2,216.59,217.24
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,3,219.93,218.57
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,4,221.04,219.03
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,5,223.79,220.21
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,6,226.10,221.97
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,7,227.15,222.96
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,8,226.40,223.10
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,9,225.44,223.40
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,10,226.81,225.72
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,11,226.31,225.72
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2017,12,226.60,226.81
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,1,227.70,228.41
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,2,229.00,229.33
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,3,232.01,230.57
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,4,232.11,230.13
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,5,237.70,234.15
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,6,238.67,234.50
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,7,238.43,234.01
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,8,239.44,236.06
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,9,237.87,235.72
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,10,238.85,237.55
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,11,240.46,239.77
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2018,12,239.15,239.30
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,1,239.79,240.44
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,2,242.29,242.34
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,3,244.43,243.00
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,4,247.22,245.17
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,5,248.99,245.40
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,6,252.00,247.65
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,7,252.54,247.77
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,8,251.08,247.54
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,9,253.24,250.92
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,10,252.87,251.37
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,11,251.51,250.65
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2019,12,254.81,255.05
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,1,255.78,256.60
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,2,258.45,258.33
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,3,260.82,259.40
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,4,263.64,261.33
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,5,264.32,260.56
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,6,266.73,262.04
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,7,271.31,266.05
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,8,273.69,269.93
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,9,276.83,274.22
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,10,280.11,278.24
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,11,281.17,280.09
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,12,283.84,284.18
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,1,286.35,287.44
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,2,289.48,289.20
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,3,294.90,293.40
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,4,301.16,298.09
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,5,308.56,304.11
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,6,314.63,308.79
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,7,320.58,314.21
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,8,323.11,318.63
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,9,325.61,322.49
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,10,329.97,327.47
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,11,334.63,333.33
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2021,12,336.08,336.64
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,1,339.80,341.47
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,2,347.08,346.83
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,3,354.03,352.50
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,4,357.69,353.40
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,5,364.10,358.83
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,6,369.92,362.53
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,7,368.77,361.35
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,8,366.86,361.93
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,9,366.78,363.18
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,10,366.61,363.61
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,11,363.31,362.02
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2022,12,366.38,367.44
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,1,366.87,369.18
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,2,373.42,373.47
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,3,374.51,373.33
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,4,377.55,372.63
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,5,380.96,375.62
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,6,382.90,374.80
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,7,386.92,379.43
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,8,385.58,380.77
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,9,386.08,382.36
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,10,388.39,384.94
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,11,388.51,387.16
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2023,12,389.60,390.96
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,1,385.42,388.11
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,2,390.63,390.79
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,3,392.14,391.08
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,4,401.14,395.37
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,5,399.87,394.34
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,6,406.55,397.51
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,7,405.62,397.95
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,8,406.27,401.57
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,9,407.42,403.29
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,10,409.83,406.06
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,11,405.42,404.08
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2024,12,404.78,406.26
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,1,403.31,406.04
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,2,405.91,405.79
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,3,410.72,409.44
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,4,418.53,411.89
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,5,419.09,413.11
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,6,420.21,410.41
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,7,416.76,408.67
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,8,415.54,410.51
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2025,9,419.59,415.06
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,1,100.00,100.00
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,2,100.05,100.11
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,3,100.05,99.75
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,4,99.61,99.26
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,5,99.71,99.21
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,6,99.82,98.90
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,7,100.33,99.18
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,8,99.81,98.81
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,9,100.35,99.40
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,10,100.14,99.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,11,101.06,100.14
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1991,12,100.79,100.42
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,1,100.77,100.79
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,2,101.79,101.90
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,3,101.53,101.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,4,101.24,100.88
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,5,100.91,100.37
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,6,101.29,100.32
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,7,101.54,100.32
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,8,101.49,100.38
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,9,102.25,101.28
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,10,102.56,101.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,11,103.09,102.21
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1992,12,101.61,101.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,1,100.91,100.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,2,100.45,100.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,3,100.80,100.59
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,4,101.75,101.39
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,5,102.34,101.72
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,6,102.64,101.56
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,7,102.43,101.12
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,8,102.62,101.34
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,9,102.35,101.39
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,10,102.62,101.56
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,11,102.53,101.75
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,12,102.00,101.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,1,102.24,102.37
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,2,101.19,101.54
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,3,101.60,101.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,4,101.82,101.44
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,5,102.59,101.85
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,6,102.94,101.74
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,7,103.33,101.87
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,8,103.25,101.77
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,9,102.17,101.24
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,10,102.58,101.58
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,11,101.61,100.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,12,100.25,100.01
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,1,100.24,100.41
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,2,100.39,100.85
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,3,101.00,100.89
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,4,101.54,101.17
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,5,101.80,100.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,6,102.47,101.15
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,7,102.66,101.09
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,8,103.55,101.91
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,9,102.19,101.28
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,10,101.74,100.80
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,11,101.49,100.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,12,101.59,101.38
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,1,101.39,101.61
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,2,101.24,101.80
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,3,102.25,102.17
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,4,102.14,101.79
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,5,103.06,102.15
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,6,103.47,102.01
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,7,103.60,101.94
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,8,103.76,102.03
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,9,102.74,101.83
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,10,102.57,101.69
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,11,102.65,102.21
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,12,102.07,101.87
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,1,102.11,102.30
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,2,101.85,102.47
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,3,102.33,102.26
