hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,4,103.02,102.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,5,104.29,103.39
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,6,104.39,102.80
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,7,104.70,102.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,8,105.01,103.25
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,9,104.05,103.06
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,10,105.23,104.35
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,11,103.84,103.38
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,12,104.35,104.13
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,1,104.00,104.12
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,2,104.16,104.84
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,3,105.68,105.66
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,4,106.22,105.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,5,106.93,106.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,6,108.67,106.89
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,7,108.70,106.90
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,8,109.34,107.53
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,9,109.46,108.31
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,10,109.33,108.41
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,11,109.49,108.92
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,12,110.03,109.81
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,1,110.38,110.40
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,2,109.91,110.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,3,110.68,110.73
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,4,111.71,111.54
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,5,113.11,112.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,6,115.26,113.30
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,7,116.10,114.19
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,8,116.59,114.72
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,9,116.32,114.98
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,10,117.06,116.06
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,11,117.22,116.49
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,12,116.98,116.75
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,1,118.91,118.85
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,2,117.49,118.25
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,3,119.13,119.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,4,120.45,120.39
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,5,121.47,120.63
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,6,123.91,121.75
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,7,124.46,122.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,8,124.99,123.01
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,9,126.00,124.42
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,10,125.96,124.89
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,11,127.14,126.24
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,12,127.45,127.21
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,1,127.82,127.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,2,128.27,129.02
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,3,129.50,129.73
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,4,130.40,130.41
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,5,132.25,131.39
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,6,134.94,132.60
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,7,135.77,133.61
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,8,137.26,135.13
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,9,137.94,136.14
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,10,138.07,136.90
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,11,139.28,138.22
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,12,139.02,138.73
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,1,140.37,140.16
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,2,140.77,141.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,3,142.45,142.76
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,4,144.06,144.12
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,5,146.66,145.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,6,148.96,146.47
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,7,150.71,148.37
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,8,152.24,149.89
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,9,153.05,151.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,10,154.05,152.73
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,11,154.61,153.40
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,12,156.16,155.86
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,1,157.22,156.96
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,2,158.07,158.72
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,3,158.73,159.07
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,4,160.69,160.75
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,5,163.13,162.06
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,6,165.30,162.63
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,7,167.00,164.46
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,8,169.16,166.53
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,9,170.48,168.34
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,10,170.48,168.98
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,11,171.72,170.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,12,173.19,172.88
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,1,173.88,173.57
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,2,175.88,176.50
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,3,176.17,176.50
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,4,179.07,179.09
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,5,182.30,181.02
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,6,185.75,182.85
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,7,187.19,184.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,8,188.32,185.31
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,9,189.13,186.89
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,10,191.41,189.68
