0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
02/01/2022 00:00:00,716044,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716045,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716046,7,10,W,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716047,7,10,E,ML,0.265,0,0,2178.0,0.0441,64.6,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0395,69.9,617.0,0.045,66.6,539.0,0.0471,62.0,482.0,0.0449,59.2,,,,,,,,,,,,
02/01/2022 00:00:00,716050,7,10,E,ML,0.42,0,0,2030.0,0.0437,67.8,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0388,73.2,580.0,0.0446,69.7,501.0,0.0474,65.2,443.0,0.044,62.2,,,,,,,,,,,,
02/01/2022 00:00:00,716051,7,10,E,FR,,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716054,7,10,W,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716055,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716057,7,10,E,ML,0.25,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0045,70.6,47.0,0.007,67.0,39.0,0.0073,63.6,33.0,0.0067,59.2,,,,,,,,,,,,
02/01/2022 00:00:00,716058,7,10,W,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716059,7,10,W,FR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716060,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716061,7,10,W,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716063,7,10,W,ML,0.225,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0045,70.6,47.0,0.007,67.0,39.0,0.0073,63.6,33.0,0.0067,59.2,,,,,,,,,,,,
02/01/2022 00:00:00,716064,7,10,W,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716065,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716066,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716067,7,10,E,ML,0.125,342,67,459.0,0.0113,68.4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0098,65.8,337.0,0.0194,69.9,67.0,0.0048,62.6,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716069,7,10,E,ML,0.25,414,0,1729.0,0.0414,65.7,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0367,70.6,500.0,0.0422,67.5,433.0,0.0446,63.4,381.0,0.0422,60.7,,,,,,,,,,,,
02/01/2022 00:00:00,716071,7,10,W,OR,,114,100,52.0,0.004,,,,,,,,52.0,0.004,,,,,,,,,,,,,,,,,,,,,,
