"X","tournament_id","team_id","team_name","group_name","played","wins","draws","losses","goals_for","goals_against","goal_difference","points","advanced","confederation_code","region_name","year","prior_tournaments","squad_size","avg_age","forward_share","defender_share","avg_career_tournaments","avg_prior_wc","max_prior_wc","debutant_share","yellows","reds","total_cards","is_host","foreign_manager"
114,"WC-1978","T-57","Poland","Group 2",3,2,1,0,4,1,3,5,1,"UEFA","Europe",1978,1,22,26.3181818181818,0.227272727272727,0.363636363636364,1.90909090909091,0.409090909090909,1,0.590909090909091,0,0,0,0,0
115,"WC-1978","T-86","West Germany","Group 2",3,1,2,0,6,0,6,4,1,"UEFA","Europe",1978,6,22,27.4545454545455,0.318181818181818,0.227272727272727,1.68181818181818,0.454545454545455,3,0.681818181818182,2,0,2,0,1
116,"WC-1978","T-79","Tunisia","Group 2",3,1,1,1,3,2,1,3,0,"CAF","Africa",1978,0,22,25.8181818181818,0.363636363636364,0.272727272727273,1,0,0,1,1,0,1,0,0
117,"WC-1978","T-46","Mexico","Group 2",3,0,0,3,2,12,-10,0,0,"CONCACAF","North America",1978,7,22,24.4545454545455,0.272727272727273,0.363636363636364,1.13636363636364,0,0,1,1,0,1,0,0
118,"WC-1978","T-05","Austria","Group 3",3,2,0,1,3,2,1,4,1,"UEFA","Europe",1978,2,22,26.7272727272727,0.227272727272727,0.318181818181818,1.45454545454545,0,0,1,0,0,0,0,0
119,"WC-1978","T-09","Brazil","Group 3",3,1,2,0,2,1,1,4,1,"CONMEBOL","South America",1978,8,22,25.5,0.272727272727273,0.363636363636364,1.95454545454545,0.318181818181818,2,0.772727272727273,1,0,1,0,0
120,"WC-1978","T-73","Spain","Group 3",3,1,1,1,2,2,0,3,0,"UEFA","Europe",1978,3,22,27.3636363636364,0.272727272727273,0.363636363636364,1.36363636363636,0.0454545454545455,1,0.954545454545455,1,0,1,0,0
121,"WC-1978","T-74","Sweden","Group 3",3,0,1,2,1,3,-2,1,0,"UEFA","Europe",1978,4,22,27.4090909090909,0.318181818181818,0.272727272727273,1.5,0.5,2,0.636363636363636,2,0,2,0,0
122,"WC-1978","T-56","Peru","Group 4",3,2,1,0,7,2,5,5,1,"CONMEBOL","South America",1978,2,22,27.0909090909091,0.227272727272727,0.272727272727273,1.59090909090909,0.136363636363636,1,0.863636363636364,1,0,1,0,0
123,"WC-1978","T-48","Netherlands","Group 4",3,1,1,1,5,3,2,3,1,"UEFA","Europe",1978,1,22,28.4090909090909,0.181818181818182,0.363636363636364,1.54545454545455,0.545454545454545,1,0.454545454545455,1,0,1,0,1
124,"WC-1978","T-64","Scotland","Group 4",3,1,1,1,5,6,-1,3,0,"UEFA","Europe",1978,3,22,28,0.272727272727273,0.318181818181818,1.63636363636364,0.272727272727273,1,0.727272727272727,1,0,1,0,0
125,"WC-1978","T-38","Iran","Group 4",3,0,1,2,2,8,-6,1,0,"AFC","Middle East",1978,0,22,25.6363636363636,0.318181818181818,0.272727272727273,1,0,0,1,0,0,0,0,0
126,"WC-1982","T-57","Poland","Group 1",3,1,2,0,5,1,4,4,1,"UEFA","Europe",1982,2,22,26,0.318181818181818,0.363636363636364,2,0.545454545454545,2,0.636363636363636,2,0,2,0,0
127,"WC-1982","T-41","Italy","Group 1",3,0,3,0,2,2,0,3,1,"UEFA","Europe",1982,7,22,27.3181818181818,0.227272727272727,0.318181818181818,2.31818181818182,0.590909090909091,3,0.545454545454545,4,0,4,0,0
128,"WC-1982","T-11","Cameroon","Group 1",3,0,3,0,1,1,0,3,0,"CAF","Africa",1982,0,22,27.3636363636364,0.227272727272727,0.318181818181818,1.31818181818182,0,0,1,4,0,4,0,1
129,"WC-1982","T-56","Peru","Group 1",3,0,2,1,2,6,-4,2,0,"CONMEBOL","South America",1982,3,22,28.0454545454545,0.227272727272727,0.227272727272727,1.5,0.5,2,0.545454545454545,2,0,2,0,1
130,"WC-1982","T-86","West Germany","Group 2",3,2,0,1,6,3,3,4,1,"UEFA","Europe",1982,7,22,26.5909090909091,0.227272727272727,0.363636363636364,1.77272727272727,0.227272727272727,1,0.772727272727273,1,0,1,0,1
131,"WC-1982","T-05","Austria","Group 2",3,2,0,1,3,1,2,4,1,"UEFA","Europe",1982,3,22,27.0454545454545,0.227272727272727,0.363636363636364,1.5,0.454545454545455,1,0.545454545454545,4,0,4,0,0
132,"WC-1982","T-01","Algeria","Group 2",3,2,0,1,5,5,0,4,0,"CAF","Africa",1982,0,22,26.8181818181818,0.272727272727273,0.272727272727273,1.45454545454545,0,0,1,2,0,2,0,0
133,"WC-1982","T-13","Chile","Group 2",3,0,0,3,3,8,-5,0,0,"CONMEBOL","South America",1982,5,22,28.1363636363636,0.227272727272727,0.363636363636364,1.18181818181818,0.181818181818182,2,0.863636363636364,4,0,4,0,0
134,"WC-1982","T-06","Belgium","Group 3",3,2,1,0,3,1,2,5,1,"UEFA","Europe",1982,3,22,27.7727272727273,0.227272727272727,0.318181818181818,1.54545454545455,0.0454545454545455,1,0.954545454545455,3,0,3,0,0
135,"WC-1982","T-03","Argentina","Group 3",3,2,0,1,6,2,4,4,1,"CONMEBOL","South America",1982,6,22,27.3636363636364,0.272727272727273,0.318181818181818,2.04545454545455,0.590909090909091,2,0.5,3,0,3,0,0
136,"WC-1982","T-36","Hungary","Group 3",3,1,1,1,12,6,6,3,0,"UEFA","Europe",1982,5,22,28.0909090909091,0.318181818181818,0.409090909090909,1.59090909090909,0.409090909090909,1,0.590909090909091,2,0,2,0,0
137,"WC-1982","T-27","El Salvador","Group 3",3,0,0,3,1,13,-12,0,0,"CONCACAF","Central America",1982,1,20,26.55,0.25,0.35,1,0,0,1,5,0,5,0,0
138,"WC-1982","T-28","England","Group 4",3,3,0,0,6,1,5,6,1,"UEFA","Europe",1982,6,22,28.6818181818182,0.227272727272727,0.318181818181818,1.45454545454545,0,0,1,2,0,2,0,0
139,"WC-1982","T-30","France","Group 4",3,1,1,1,6,5,1,3,1,"UEFA","Europe",1982,5,22,27,0.272727272727273,0.318181818181818,1.86363636363636,0.454545454545455,1,0.545454545454545,2,0,2,0,0
140,"WC-1982","T-21","Czechoslovakia","Group 4",3,0,2,1,2,4,-2,2,0,"UEFA","Europe",1982,4,22,28.1818181818182,0.272727272727273,0.318181818181818,1,0,0,1,2,1,3,0,0
141,"WC-1982","T-45","Kuwait","Group 4",3,0,1,2,2,6,-4,1,0,"AFC","Middle East",1982,0,22,25,0.318181818181818,0.363636363636364,1,0,0,1,3,0,3,0,1
142,"WC-1982","T-52","Northern Ireland","Group 5",3,1,2,0,2,1,1,4,1,"UEFA","Europe",1982,1,22,27.6363636363636,0.318181818181818,0.272727272727273,1.5,0,0,1,3,1,4,0,0
143,"WC-1982","T-73","Spain","Group 5",3,1,1,1,3,3,0,3,1,"UEFA","Europe",1982,4,22,26.9545454545455,0.272727272727273,0.318181818181818,1.5,0.272727272727273,1,0.727272727272727,3,0,3,1,1
144,"WC-1982","T-87","Yugoslavia","Group 5",3,1,1,1,2,2,0,3,0,"UEFA","Europe",1982,6,22,26.4545454545455,0.272727272727273,0.318181818181818,1.22727272727273,0.136363636363636,1,0.863636363636364,3,0,3,0,0
145,"WC-1982","T-35","Honduras","Group 5",3,0,2,1,2,3,-1,2,0,"CONCACAF","Central America",1982,0,22,27.5454545454545,0.227272727272727,0.318181818181818,1,0,0,1,1,1,2,0,0
146,"WC-1982","T-09","Brazil","Group 6",3,3,0,0,10,2,8,6,1,"CONMEBOL","South America",1982,9,22,27,0.136363636363636,0.363636363636364,1.81818181818182,0.5,2,0.590909090909091,0,0,0,0,0
147,"WC-1982","T-72","Soviet Union","Group 6",3,1,1,1,6,4,2,3,1,"UEFA","Europe, Asia",1982,4,22,25.5909090909091,0.181818181818182,0.363636363636364,1.63636363636364,0,0,1,0,0,0,0,0
148,"WC-1982","T-64","Scotland","Group 6",3,1,1,1,8,8,0,3,0,"UEFA","Europe",1982,4,22,27.4090909090909,0.318181818181818,0.363636363636364,1.95454545454545,0.409090909090909,2,0.681818181818182,1,0,1,0,0
149,"WC-1982","T-49","New Zealand","Group 6",3,0,0,3,2,12,-10,0,0,"OFC","Oceania",1982,0,22,26.5454545454545,0.0909090909090909,0.363636363636364,1,0,0,1,0,0,0,0,1
150,"WC-1986","T-03","Argentina","Group A",3,2,1,0,6,2,4,5,1,"CONMEBOL","South America",1986,7,22,27.0454545454545,0.181818181818182,0.318181818181818,1.72727272727273,0.272727272727273,2,0.772727272727273,3,0,3,0,0
151,"WC-1986","T-41","Italy","Group A",3,1,2,0,5,4,1,4,1,"UEFA","Europe",1986,8,22,27.6363636363636,0.272727272727273,0.318181818181818,2,0.636363636363636,2,0.545454545454545,6,0,6,0,0
152,"WC-1986","T-10","Bulgaria","Group A",3,0,2,1,2,4,-2,2,1,"UEFA","Europe",1986,4,22,26.3181818181818,0.318181818181818,0.227272727272727,1.13636363636364,0,0,1,2,0,2,0,0
153,"WC-1986","T-71","South Korea","Group A",3,0,1,2,4,7,-3,1,0,"AFC","East Asia",1986,1,22,26.1818181818182,0.272727272727273,0.318181818181818,1.45454545454545,0,0,1,7,0,7,0,0
154,"WC-1986","T-46","Mexico","Group B",3,2,1,0,4,2,2,5,1,"CONCACAF","North America",1986,8,22,26.6363636363636,0.227272727272727,0.272727272727273,1.18181818181818,0.0909090909090909,1,0.909090909090909,5,0,5,1,1
155,"WC-1986","T-55","Paraguay","Group B",3,1,2,0,4,3,1,4,1,"CONMEBOL","South America",1986,3,22,26.9090909090909,0.318181818181818,0.272727272727273,1,0,0,1,4,0,4,0,0
156,"WC-1986","T-06","Belgium","Group B",3,1,1,1,5,5,0,3,1,"UEFA","Europe",1986,4,22,27.5,0.181818181818182,0.318181818181818,2.13636363636364,0.363636363636364,1,0.636363636363636,3,0,3,0,0
157,"WC-1986","T-39","Iraq","Group B",3,0,0,3,1,4,-3,0,0,"AFC","Middle East",1986,0,22,26.5454545454545,0.227272727272727,0.318181818181818,1,0,0,1,9,1,9,0,1
158,"WC-1986","T-72","Soviet Union","Group C",3,2,1,0,9,1,8,5,1,"UEFA","Europe, Asia",1986,5,22,26.4090909090909,0.136363636363636,0.318181818181818,1.90909090909091,0.409090909090909,1,0.590909090909091,2,0,2,0,0
159,"WC-1986","T-30","France","Group C",3,2,1,0,5,1,4,5,1,"UEFA","Europe",1986,6,22,27.9090909090909,0.227272727272727,0.318181818181818,1.59090909090909,0.590909090909091,2,0.590909090909091,4,0,4,0,0
160,"WC-1986","T-36","Hungary","Group C",3,1,0,2,2,9,-7,2,0,"UEFA","Europe",1986,6,22,27.1818181818182,0.181818181818182,0.409090909090909,1.18181818181818,0.181818181818182,1,0.818181818181818,0,0,0,0,0
161,"WC-1986","T-12","Canada","Group C",3,0,0,3,0,5,-5,0,0,"CONCACAF","North America",1986,0,22,26.0909090909091,0.227272727272727,0.318181818181818,1,0,0,1,2,1,2,0,1
162,"WC-1986","T-09","Brazil","Group D",3,3,0,0,5,0,5,6,1,"CONMEBOL","South America",1986,10,22,27.1363636363636,0.181818181818182,0.318181818181818,2.04545454545455,0.636363636363636,3,0.636363636363636,1,0,1,0,0
163,"WC-1986","T-73","Spain","Group D",3,2,0,1,5,2,3,4,1,"UEFA","Europe",1986,5,22,26.8636363636364,0.181818181818182,0.318181818181818,1.68181818181818,0.272727272727273,2,0.772727272727273,3,0,3,0,0
164,"WC-1986","T-52","Northern Ireland","Group D",3,0,1,2,2,6,-4,1,0,"UEFA","Europe",1986,2,22,27.1818181818182,0.272727272727273,0.272727272727273,1.5,0.5,1,0.5,5,0,5,0,0
165,"WC-1986","T-01","Algeria","Group D",3,0,1,2,1,5,-4,1,0,"CAF","Africa",1986,1,22,28.2727272727273,0.272727272727273,0.318181818181818,1.45454545454545,0.454545454545455,1,0.545454545454545,2,0,2,0,0
166,"WC-1986","T-22","Denmark","Group E",3,3,0,0,9,1,8,6,1,"UEFA","Europe",1986,0,22,28.0454545454545,0.227272727272727,0.272727272727273,1.04545454545455,0,0,1,3,1,3,0,1
167,"WC-1986","T-86","West Germany","Group E",3,1,1,1,3,4,-1,3,1,"UEFA","Europe",1986,8,22,28.4090909090909,0.227272727272727,0.363636363636364,2,0.409090909090909,2,0.636363636363636,2,0,2,0,1
168,"WC-1986","T-84","Uruguay","Group E",3,0,2,1,2,7,-5,2,1,"CONMEBOL","South America",1986,7,22,26.7272727272727,0.227272727272727,0.318181818181818,1.27272727272727,0,0,1,7,2,8,0,0
169,"WC-1986","T-64","Scotland","Group E",3,0,1,2,1,3,-2,1,0,"UEFA","Europe",1986,5,22,27.7272727272727,0.272727272727273,0.363636363636364,1.90909090909091,0.5,2,0.590909090909091,5,0,5,0,0
170,"WC-1986","T-47","Morocco","Group F",3,1,2,0,3,1,2,4,1,"CAF","Africa",1986,1,22,26.6363636363636,0.181818181818182,0.272727272727273,1.04545454545455,0,0,1,3,0,3,0,1
171,"WC-1986","T-28","England","Group F",3,1,1,1,3,1,2,3,1,"UEFA","Europe",1986,7,22,27.0454545454545,0.227272727272727,0.318181818181818,1.81818181818182,0.318181818181818,1,0.681818181818182,5,1,5,0,0
172,"WC-1986","T-57","Poland","Group F",3,1,1,1,1,3,-2,3,1,"UEFA","Europe",1986,3,22,26.9090909090909,0.272727272727273,0.318181818181818,1.63636363636364,0.636363636363636,3,0.545454545454545,2,0,2,0,0
173,"WC-1986","T-58","Portugal","Group F",3,1,0,2,2,4,-2,2,0,"UEFA","Europe",1986,1,22,28.0454545454545,0.136363636363636,0.409090909090909,1,0,0,1,2,0,2,0,0
174,"WC-1990","T-41","Italy","Group A",3,3,0,0,4,0,4,6,1,"UEFA","Europe",1990,9,22,27,0.272727272727273,0.318181818181818,1.95454545454545,0.454545454545455,2,0.636363636363636,3,0,3,1,0
175,"WC-1990","T-21","Czechoslovakia","Group A",3,2,0,1,6,3,3,4,1,"UEFA","Europe",1990,5,22,27.6363636363636,0.227272727272727,0.272727272727273,1,0,0,1,6,0,6,0,0
176,"WC-1990","T-05","Austria","Group A",3,1,0,2,2,3,-1,2,0,"UEFA","Europe",1990,4,22,25.3636363636364,0.227272727272727,0.318181818181818,1.31818181818182,0.0454545454545455,1,0.954545454545455,9,1,10,0,0
177,"WC-1990","T-83","United States","Group A",3,0,0,3,2,8,-6,0,0,"CONCACAF","North America",1990,2,22,24.1363636363636,0.227272727272727,0.363636363636364,1.59090909090909,0,0,1,7,1,8,0,0
178,"WC-1990","T-11","Cameroon","Group B",3,2,0,1,3,5,-2,4,1,"CAF","Africa",1990,1,22,27.2727272727273,0.181818181818182,0.363636363636364,1.86363636363636,0.181818181818182,1,0.818181818181818,7,2,8,0,1
179,"WC-1990","T-61","Romania","Group B",3,1,1,1,4,3,1,3,1,"UEFA","Europe",1990,2,22,26.0909090909091,0.227272727272727,0.272727272727273,1.5,0,0,1,5,0,5,0,0
180,"WC-1990","T-03","Argentina","Group B",3,1,1,1,3,2,1,3,1,"CONMEBOL","South America",1990,8,22,27.6363636363636,0.181818181818182,0.409090909090909,1.95454545454545,0.5,2,0.636363636363636,7,0,7,0,0
181,"WC-1990","T-72","Soviet Union","Group B",3,1,0,2,4,4,0,2,0,"UEFA","Europe, Asia",1990,6,22,28.2272727272727,0.136363636363636,0.318181818181818,1.81818181818182,0.727272727272727,2,0.454545454545455,3,1,4,0,0
182,"WC-1990","T-09","Brazil","Group C",3,3,0,0,4,1,3,6,1,"CONMEBOL","South America",1990,11,22,26.7727272727273,0.227272727272727,0.363636363636364,1.95454545454545,0.318181818181818,1,0.681818181818182,5,0,5,0,0
183,"WC-1990","T-17","Costa Rica","Group C",3,2,0,1,3,2,1,4,1,"CONCACAF","Central America",1990,0,22,26.7272727272727,0.136363636363636,0.363636363636364,1.04545454545455,0,0,1,4,0,4,0,1
184,"WC-1990","T-64","Scotland","Group C",3,1,0,2,2,3,-1,2,0,"UEFA","Europe",1990,6,22,27.6818181818182,0.227272727272727,0.363636363636364,1.59090909090909,0.454545454545455,2,0.636363636363636,3,0,3,0,0
185,"WC-1990","T-74","Sweden","Group C",3,0,0,3,3,6,-3,0,0,"UEFA","Europe",1990,5,22,25.5909090909091,0.181818181818182,0.272727272727273,1.40909090909091,0,0,1,4,0,4,0,0
186,"WC-1990","T-86","West Germany","Group D",3,2,1,0,10,3,7,5,1,"UEFA","Europe",1990,9,22,27.7727272727273,0.181818181818182,0.363636363636364,2.31818181818182,0.409090909090909,2,0.681818181818182,3,0,3,0,1
187,"WC-1990","T-87","Yugoslavia","Group D",3,2,0,1,6,5,1,4,1,"UEFA","Europe",1990,7,22,26.3636363636364,0.181818181818182,0.318181818181818,1.54545454545455,0.0909090909090909,1,0.909090909090909,4,0,4,0,0
188,"WC-1990","T-16","Colombia","Group D",3,1,1,1,3,2,1,3,1,"CONMEBOL","South America",1990,1,22,26.4545454545455,0.181818181818182,0.409090909090909,1.5,0,0,1,3,0,3,0,0
189,"WC-1990","T-82","United Arab Emirates","Group D",3,0,0,3,2,11,-9,0,0,"AFC","Middle East",1990,0,22,25.5,0.227272727272727,0.363636363636364,1,0,0,1,7,1,7,0,1
190,"WC-1990","T-73","Spain","Group E",3,2,1,0,5,2,3,5,1,"UEFA","Europe",1990,6,22,26.2727272727273,0.181818181818182,0.318181818181818,1.68181818181818,0.272727272727273,1,0.727272727272727,2,0,2,0,0
191,"WC-1990","T-06","Belgium","Group E",3,2,0,1,6,3,3,4,1,"UEFA","Europe",1990,5,22,27.2727272727273,0.136363636363636,0.363636363636364,2.36363636363636,0.590909090909091,2,0.5,1,1,1,0,0
192,"WC-1990","T-84","Uruguay","Group E",3,1,1,1,2,3,-1,3,1,"CONMEBOL","South America",1990,8,22,27.1818181818182,0.227272727272727,0.272727272727273,1.27272727272727,0.272727272727273,1,0.727272727272727,5,0,5,0,0
193,"WC-1990","T-71","South Korea","Group E",3,0,0,3,1,6,-5,0,0,"AFC","East Asia",1990,2,22,27.3181818181818,0.272727272727273,0.363636363636364,1.90909090909091,0.409090909090909,1,0.590909090909091,7,1,7,0,0
194,"WC-1990","T-28","England","Group F",3,1,2,0,2,1,1,4,1,"UEFA","Europe",1990,8,22,28.2272727272727,0.136363636363636,0.318181818181818,1.72727272727273,0.636363636363636,2,0.5,2,0,2,0,0
195,"WC-1990","T-60","Republic of Ireland","Group F",3,0,3,0,2,2,0,3,1,"UEFA","Europe",1990,0,22,29,0.318181818181818,0.318181818181818,1.63636363636364,0,0,1,1,0,1,0,1
196,"WC-1990","T-48","Netherlands","Group F",3,0,3,0,2,2,0,3,1,"UEFA","Europe",1990,2,22,27.3636363636364,0.272727272727273,0.272727272727273,1.31818181818182,0,0,1,2,0,2,0,0
197,"WC-1990","T-26","Egypt","Group F",3,0,2,1,1,2,-1,2,0,"CAF","Africa",1990,0,22,27.3181818181818,0.181818181818182,0.272727272727273,1,0,0,1,4,0,4,0,0
198,"WC-1991","T-14","China","Group A",3,2,1,0,10,3,7,5,1,"AFC","East Asia",1991,0,18,21.9444444444444,0.333333333333333,0.277777777777778,1.77777777777778,0,0,1,1,0,1,1,0
199,"WC-1991","T-53","Norway","Group A",3,2,0,1,6,5,1,4,1,"UEFA","Europe",1991,0,18,23.4444444444444,0.222222222222222,0.222222222222222,1.83333333333333,0,0,1,3,0,3,0,0
200,"WC-1991","T-22","Denmark","Group A",3,1,1,1,6,4,2,3,1,"UEFA","Europe",1991,1,18,24.1666666666667,0.222222222222222,0.277777777777778,1.27777777777778,0,0,1,0,0,0,0,0
201,"WC-1991","T-49","New Zealand","Group A",3,0,0,3,1,11,-10,0,0,"OFC","Oceania",1991,1,18,27.2777777777778,0.111111111111111,0.388888888888889,1.05555555555556,0,0,1,0,0,0,0,1
202,"WC-1991","T-83","United States","Group B",3,3,0,0,11,2,9,6,1,"CONCACAF","North America",1991,3,18,23.8333333333333,0.277777777777778,0.277777777777778,2.22222222222222,0,0,1,2,0,2,0,0
203,"WC-1991","T-74","Sweden","Group B",3,2,0,1,12,3,9,4,1,"UEFA","Europe",1991,6,18,25.0555555555556,0.222222222222222,0.333333333333333,1.44444444444444,0,0,1,1,0,1,0,0
204,"WC-1991","T-09","Brazil","Group B",3,1,0,2,1,7,-6,2,0,"CONMEBOL","South America",1991,12,18,25.3888888888889,0.166666666666667,0.277777777777778,1.77777777777778,0,0,1,4,0,4,0,0
205,"WC-1991","T-44","Japan","Group B",3,0,0,3,0,12,-12,0,0,"AFC","East Asia",1991,0,18,23.4444444444444,0.277777777777778,0.444444444444444,1.55555555555556,0,0,1,1,0,1,0,0
206,"WC-1991","T-31","Germany","Group C",3,3,0,0,9,0,9,6,1,"UEFA","Europe",1991,0,18,23.5555555555556,0.166666666666667,0.277777777777778,1.5,0,0,1,1,0,1,0,0
207,"WC-1991","T-41","Italy","Group C",3,2,0,1,6,2,4,4,1,"UEFA","Europe",1991,10,18,25.6666666666667,0.222222222222222,0.333333333333333,1.22222222222222,0,0,1,2,0,2,0,0
208,"WC-1991","T-15","Chinese Taipei","Group C",3,1,0,2,2,8,-6,2,1,"AFC","East Asia",1991,0,18,20.3333333333333,0.222222222222222,0.333333333333333,1,0,0,1,0,1,1,0,0
209,"WC-1991","T-50","Nigeria","Group C",3,0,0,3,0,7,-7,0,0,"CAF","Africa",1991,0,18,18.2222222222222,0.277777777777778,0.333333333333333,2.11111111111111,0,0,1,2,0,2,0,1
210,"WC-1994","T-61","Romania","Group A",3,2,0,1,5,5,0,6,1,"UEFA","Europe",1994,3,22,25.2272727272727,0.227272727272727,0.272727272727273,1.77272727272727,0.272727272727273,1,0.727272727272727,6,1,7,0,0
211,"WC-1994","T-75","Switzerland","Group A",3,1,1,1,5,4,1,4,1,"UEFA","Europe",1994,4,22,28.3636363636364,0.181818181818182,0.318181818181818,1,0,0,1,4,0,4,0,1
212,"WC-1994","T-83","United States","Group A",3,1,1,1,3,3,0,4,1,"CONCACAF","North America",1994,4,22,26.7727272727273,0.227272727272727,0.318181818181818,2.18181818181818,0.272727272727273,1,0.727272727272727,4,0,4,1,1
213,"WC-1994","T-16","Colombia","Group A",3,1,0,2,4,5,-1,3,0,"CONMEBOL","South America",1994,2,22,27.5,0.227272727272727,0.318181818181818,1.86363636363636,0.363636363636364,1,0.636363636363636,7,0,7,0,0
214,"WC-1994","T-09","Brazil","Group B",3,2,1,0,6,1,5,7,1,"CONMEBOL","South America",1994,13,22,27.7727272727273,0.227272727272727,0.318181818181818,2.04545454545455,0.545454545454545,2,0.545454545454545,2,0,2,0,0
215,"WC-1994","T-74","Sweden","Group B",3,1,2,0,6,4,2,5,1,"UEFA","Europe",1994,7,22,25.7727272727273,0.181818181818182,0.363636363636364,1.68181818181818,0.409090909090909,1,0.590909090909091,5,0,5,0,0
216,"WC-1994","T-62","Russia","Group B",3,1,0,2,7,6,1,3,0,"UEFA","Europe, Asia",1994,0,22,26.4090909090909,0.181818181818182,0.318181818181818,1.36363636363636,0.0909090909090909,1,0.909090909090909,8,1,8,0,0
217,"WC-1994","T-11","Cameroon","Group B",3,0,1,2,3,11,-8,1,0,"CAF","Africa",1994,2,22,27.5909090909091,0.272727272727273,0.318181818181818,2.13636363636364,0.681818181818182,2,0.454545454545455,5,1,6,0,1
218,"WC-1994","T-31","Germany","Group C",3,2,1,0,5,3,2,7,1,"UEFA","Europe",1994,1,22,29.0909090909091,0.227272727272727,0.272727272727273,2.27272727272727,0.772727272727273,3,0.454545454545455,6,0,6,0,0
219,"WC-1994","T-73","Spain","Group C",3,1,2,0,6,4,2,5,1,"UEFA","Europe",1994,7,22,26.7272727272727,0.181818181818182,0.363636363636364,1.95454545454545,0.318181818181818,2,0.772727272727273,7,1,8,0,0
220,"WC-1994","T-71","South Korea","Group C",3,0,2,1,4,5,-1,2,0,"AFC","East Asia",1994,3,22,26.9545454545455,0.136363636363636,0.363636363636364,1.81818181818182,0.318181818181818,2,0.727272727272727,6,0,6,0,0
221,"WC-1994","T-07","Bolivia","Group C",3,0,1,2,1,4,-3,1,0,"CONMEBOL","South America",1994,2,22,27.5909090909091,0.136363636363636,0.318181818181818,1,0,0,1,7,2,8,0,1
222,"WC-1994","T-50","Nigeria","Group D",3,2,0,1,6,2,4,6,1,"CAF","Africa",1994,1,22,26.2272727272727,0.227272727272727,0.363636363636364,1.63636363636364,0,0,1,5,0,5,0,1
223,"WC-1994","T-10","Bulgaria","Group D",3,2,0,1,6,3,3,6,1,"UEFA","Europe",1994,5,22,28.2272727272727,0.318181818181818,0.272727272727273,1.45454545454545,0.0909090909090909,1,0.909090909090909,10,1,10,0,0
224,"WC-1994","T-03","Argentina","Group D",3,2,0,1,6,3,3,6,1,"CONMEBOL","South America",1994,9,22,27.8636363636364,0.181818181818182,0.318181818181818,2,0.5,3,0.636363636363636,5,0,5,0,0
225,"WC-1994","T-33","Greece","Group D",3,0,0,3,0,10,-10,0,0,"UEFA","Europe",1994,0,22,28.9545454545455,0.181818181818182,0.318181818181818,1,0,0,1,8,0,8,0,0
226,"WC-1994","T-46","Mexico","Group E",3,1,1,1,3,3,0,4,1,"CONCACAF","North America",1994,9,22,28.2272727272727,0.272727272727273,0.227272727272727,1.54545454545455,0.136363636363636,2,0.909090909090909,6,0,6,0,0
227,"WC-1994","T-60","Republic of Ireland","Group E",3,1,1,1,2,2,0,4,1,"UEFA","Europe",1994,1,22,29.1818181818182,0.227272727272727,0.363636363636364,1.77272727272727,0.545454545454545,1,0.454545454545455,8,0,8,0,1
228,"WC-1994","T-41","Italy","Group E",3,1,1,1,2,2,0,4,1,"UEFA","Europe",1994,11,22,27.8636363636364,0.227272727272727,0.363636363636364,1.68181818181818,0.363636363636364,2,0.681818181818182,2,1,3,0,0
229,"WC-1994","T-53","Norway","Group E",3,1,1,1,1,1,0,4,0,"UEFA","Europe",1994,1,22,27.0909090909091,0.227272727272727,0.409090909090909,1.5,0,0,1,6,0,6,0,0
230,"WC-1994","T-48","Netherlands","Group F",3,2,0,1,4,3,1,6,1,"UEFA","Europe",1994,3,22,27.4545454545455,0.272727272727273,0.318181818181818,1.72727272727273,0.272727272727273,1,0.727272727272727,9,0,9,0,0
231,"WC-1994","T-63","Saudi Arabia","Group F",3,2,0,1,4,3,1,6,1,"AFC","Middle East",1994,0,22,24.4545454545455,0.227272727272727,0.363636363636364,1.72727272727273,0,0,1,9,0,9,0,1
232,"WC-1994","T-06","Belgium","Group F",3,2,0,1,2,1,1,6,1,"UEFA","Europe",1994,6,22,29.3636363636364,0.181818181818182,0.363636363636364,2.31818181818182,0.727272727272727,2,0.454545454545455,5,0,5,0,0
233,"WC-1994","T-47","Morocco","Group F",3,0,0,3,2,5,-3,0,0,"CAF","Africa",1994,2,22,26.5909090909091,0.227272727272727,0.272727272727273,1.36363636363636,0.0454545454545455,1,0.954545454545455,10,0,10,0,0
234,"WC-1995","T-31","Germany","Group A",3,2,0,1,9,4,5,6,1,"UEFA","Europe",1995,2,20,24,0.2,0.3,2.2,0.25,1,0.75,5,0,5,0,0
235,"WC-1995","T-74","Sweden","Group A",3,2,0,1,5,3,2,6,1,"UEFA","Europe",1995,8,20,26.5,0.2,0.25,1.65,0.4,1,0.6,1,0,1,1,0
236,"WC-1995","T-44","Japan","Group A",3,1,0,2,2,4,-2,3,1,"AFC","East Asia",1995,1,20,23.6,0.2,0.35,2.05,0.4,1,0.6,2,0,2,0,0
237,"WC-1995","T-09","Brazil","Group A",3,1,0,2,3,8,-5,3,0,"CONMEBOL","South America",1995,14,20,26.4,0.25,0.3,2.4,0.45,1,0.55,8,1,8,0,0
238,"WC-1995","T-53","Norway","Group B",3,3,0,0,17,0,17,9,1,"UEFA","Europe",1995,2,20,24.45,0.25,0.3,2,0.45,1,0.55,1,0,1,0,0
