"row_id","campaign","tournament_id","team_id","team_name","group_name","played","wins","draws","losses","goals_for","goals_against","goal_difference","points_raw","advanced","confederation_code","region_name","year","prior_tournaments","squad_size","avg_age","forward_share","defender_share","avg_career_tournaments","avg_prior_wc","max_prior_wc","debutant_share","yellows","reds","total_cards","is_host","foreign_manager","points_std","conf","year_c"
94,"England 1986","WC-1986","T-28","England","Group F",3,1,1,1,3,1,2,3,1,"UEFA","Europe",1986,7,22,27.0454545454545,0.227272727272727,0.318181818181818,1.81818181818182,0.318181818181818,1,0.681818181818182,5,1,5,0,0,4,"UEFA",-2
95,"Poland 1986","WC-1986","T-57","Poland","Group F",3,1,1,1,1,3,-2,3,1,"UEFA","Europe",1986,3,22,26.9090909090909,0.272727272727273,0.318181818181818,1.63636363636364,0.636363636363636,3,0.545454545454545,2,0,2,0,0,4,"UEFA",-2
96,"Portugal 1986","WC-1986","T-58","Portugal","Group F",3,1,0,2,2,4,-2,2,0,"UEFA","Europe",1986,1,22,28.0454545454545,0.136363636363636,0.409090909090909,1,0,0,1,2,0,2,0,0,3,"UEFA",-2
97,"Italy 1990","WC-1990","T-41","Italy","Group A",3,3,0,0,4,0,4,6,1,"UEFA","Europe",1990,9,22,27,0.272727272727273,0.318181818181818,1.95454545454545,0.454545454545455,2,0.636363636363636,3,0,3,1,0,9,"UEFA",-1
98,"Czechoslovakia 1990","WC-1990","T-21","Czechoslovakia","Group A",3,2,0,1,6,3,3,4,1,"UEFA","Europe",1990,5,22,27.6363636363636,0.227272727272727,0.272727272727273,1,0,0,1,6,0,6,0,0,6,"UEFA",-1
99,"Austria 1990","WC-1990","T-05","Austria","Group A",3,1,0,2,2,3,-1,2,0,"UEFA","Europe",1990,4,22,25.3636363636364,0.227272727272727,0.318181818181818,1.31818181818182,0.0454545454545455,1,0.954545454545455,9,1,10,0,0,3,"UEFA",-1
100,"United States 1990","WC-1990","T-83","United States","Group A",3,0,0,3,2,8,-6,0,0,"CONCACAF","North America",1990,2,22,24.1363636363636,0.227272727272727,0.363636363636364,1.59090909090909,0,0,1,7,1,8,0,0,0,"CONCACAF",-1
101,"Cameroon 1990","WC-1990","T-11","Cameroon","Group B",3,2,0,1,3,5,-2,4,1,"CAF","Africa",1990,1,22,27.2727272727273,0.181818181818182,0.363636363636364,1.86363636363636,0.181818181818182,1,0.818181818181818,7,2,8,0,1,6,"CAF",-1
102,"Romania 1990","WC-1990","T-61","Romania","Group B",3,1,1,1,4,3,1,3,1,"UEFA","Europe",1990,2,22,26.0909090909091,0.227272727272727,0.272727272727273,1.5,0,0,1,5,0,5,0,0,4,"UEFA",-1
103,"Argentina 1990","WC-1990","T-03","Argentina","Group B",3,1,1,1,3,2,1,3,1,"CONMEBOL","South America",1990,8,22,27.6363636363636,0.181818181818182,0.409090909090909,1.95454545454545,0.5,2,0.636363636363636,7,0,7,0,0,4,"CONMEBOL",-1
104,"Soviet Union 1990","WC-1990","T-72","Soviet Union","Group B",3,1,0,2,4,4,0,2,0,"UEFA","Europe, Asia",1990,6,22,28.2272727272727,0.136363636363636,0.318181818181818,1.81818181818182,0.727272727272727,2,0.454545454545455,3,1,4,0,0,3,"UEFA",-1
105,"Brazil 1990","WC-1990","T-09","Brazil","Group C",3,3,0,0,4,1,3,6,1,"CONMEBOL","South America",1990,11,22,26.7727272727273,0.227272727272727,0.363636363636364,1.95454545454545,0.318181818181818,1,0.681818181818182,5,0,5,0,0,9,"CONMEBOL",-1
106,"Costa Rica 1990","WC-1990","T-17","Costa Rica","Group C",3,2,0,1,3,2,1,4,1,"CONCACAF","Central America",1990,0,22,26.7272727272727,0.136363636363636,0.363636363636364,1.04545454545455,0,0,1,4,0,4,0,1,6,"CONCACAF",-1
107,"Scotland 1990","WC-1990","T-64","Scotland","Group C",3,1,0,2,2,3,-1,2,0,"UEFA","Europe",1990,6,22,27.6818181818182,0.227272727272727,0.363636363636364,1.59090909090909,0.454545454545455,2,0.636363636363636,3,0,3,0,0,3,"UEFA",-1
108,"Sweden 1990","WC-1990","T-74","Sweden","Group C",3,0,0,3,3,6,-3,0,0,"UEFA","Europe",1990,5,22,25.5909090909091,0.181818181818182,0.272727272727273,1.40909090909091,0,0,1,4,0,4,0,0,0,"UEFA",-1
109,"West Germany 1990","WC-1990","T-86","West Germany","Group D",3,2,1,0,10,3,7,5,1,"UEFA","Europe",1990,9,22,27.7727272727273,0.181818181818182,0.363636363636364,2.31818181818182,0.409090909090909,2,0.681818181818182,3,0,3,0,1,7,"UEFA",-1
110,"Yugoslavia 1990","WC-1990","T-87","Yugoslavia","Group D",3,2,0,1,6,5,1,4,1,"UEFA","Europe",1990,7,22,26.3636363636364,0.181818181818182,0.318181818181818,1.54545454545455,0.0909090909090909,1,0.909090909090909,4,0,4,0,0,6,"UEFA",-1
111,"Colombia 1990","WC-1990","T-16","Colombia","Group D",3,1,1,1,3,2,1,3,1,"CONMEBOL","South America",1990,1,22,26.4545454545455,0.181818181818182,0.409090909090909,1.5,0,0,1,3,0,3,0,0,4,"CONMEBOL",-1
112,"United Arab Emirates 1990","WC-1990","T-82","United Arab Emirates","Group D",3,0,0,3,2,11,-9,0,0,"AFC","Middle East",1990,0,22,25.5,0.227272727272727,0.363636363636364,1,0,0,1,7,1,7,0,1,0,"AFC",-1
113,"Spain 1990","WC-1990","T-73","Spain","Group E",3,2,1,0,5,2,3,5,1,"UEFA","Europe",1990,6,22,26.2727272727273,0.181818181818182,0.318181818181818,1.68181818181818,0.272727272727273,1,0.727272727272727,2,0,2,0,0,7,"UEFA",-1
114,"Belgium 1990","WC-1990","T-06","Belgium","Group E",3,2,0,1,6,3,3,4,1,"UEFA","Europe",1990,5,22,27.2727272727273,0.136363636363636,0.363636363636364,2.36363636363636,0.590909090909091,2,0.5,1,1,1,0,0,6,"UEFA",-1
115,"Uruguay 1990","WC-1990","T-84","Uruguay","Group E",3,1,1,1,2,3,-1,3,1,"CONMEBOL","South America",1990,8,22,27.1818181818182,0.227272727272727,0.272727272727273,1.27272727272727,0.272727272727273,1,0.727272727272727,5,0,5,0,0,4,"CONMEBOL",-1
116,"South Korea 1990","WC-1990","T-71","South Korea","Group E",3,0,0,3,1,6,-5,0,0,"AFC","East Asia",1990,2,22,27.3181818181818,0.272727272727273,0.363636363636364,1.90909090909091,0.409090909090909,1,0.590909090909091,7,1,7,0,0,0,"AFC",-1
117,"England 1990","WC-1990","T-28","England","Group F",3,1,2,0,2,1,1,4,1,"UEFA","Europe",1990,8,22,28.2272727272727,0.136363636363636,0.318181818181818,1.72727272727273,0.636363636363636,2,0.5,2,0,2,0,0,5,"UEFA",-1
118,"Republic of Ireland 1990","WC-1990","T-60","Republic of Ireland","Group F",3,0,3,0,2,2,0,3,1,"UEFA","Europe",1990,0,22,29,0.318181818181818,0.318181818181818,1.63636363636364,0,0,1,1,0,1,0,1,3,"UEFA",-1
119,"Netherlands 1990","WC-1990","T-48","Netherlands","Group F",3,0,3,0,2,2,0,3,1,"UEFA","Europe",1990,2,22,27.3636363636364,0.272727272727273,0.272727272727273,1.31818181818182,0,0,1,2,0,2,0,0,3,"UEFA",-1
120,"Egypt 1990","WC-1990","T-26","Egypt","Group F",3,0,2,1,1,2,-1,2,0,"CAF","Africa",1990,0,22,27.3181818181818,0.181818181818182,0.272727272727273,1,0,0,1,4,0,4,0,0,2,"CAF",-1
121,"Romania 1994","WC-1994","T-61","Romania","Group A",3,2,0,1,5,5,0,6,1,"UEFA","Europe",1994,3,22,25.2272727272727,0.227272727272727,0.272727272727273,1.77272727272727,0.272727272727273,1,0.727272727272727,6,1,7,0,0,6,"UEFA",0
122,"Switzerland 1994","WC-1994","T-75","Switzerland","Group A",3,1,1,1,5,4,1,4,1,"UEFA","Europe",1994,4,22,28.3636363636364,0.181818181818182,0.318181818181818,1,0,0,1,4,0,4,0,1,4,"UEFA",0
123,"United States 1994","WC-1994","T-83","United States","Group A",3,1,1,1,3,3,0,4,1,"CONCACAF","North America",1994,3,22,26.7727272727273,0.227272727272727,0.318181818181818,2.18181818181818,0.272727272727273,1,0.727272727272727,4,0,4,1,1,4,"CONCACAF",0
124,"Colombia 1994","WC-1994","T-16","Colombia","Group A",3,1,0,2,4,5,-1,3,0,"CONMEBOL","South America",1994,2,22,27.5,0.227272727272727,0.318181818181818,1.86363636363636,0.363636363636364,1,0.636363636363636,7,0,7,0,0,3,"CONMEBOL",0
125,"Brazil 1994","WC-1994","T-09","Brazil","Group B",3,2,1,0,6,1,5,7,1,"CONMEBOL","South America",1994,12,22,27.7727272727273,0.227272727272727,0.318181818181818,2.04545454545455,0.545454545454545,2,0.545454545454545,2,0,2,0,0,7,"CONMEBOL",0
126,"Sweden 1994","WC-1994","T-74","Sweden","Group B",3,1,2,0,6,4,2,5,1,"UEFA","Europe",1994,6,22,25.7727272727273,0.181818181818182,0.363636363636364,1.68181818181818,0.409090909090909,1,0.590909090909091,5,0,5,0,0,5,"UEFA",0
127,"Russia 1994","WC-1994","T-62","Russia","Group B",3,1,0,2,7,6,1,3,0,"UEFA","Europe, Asia",1994,0,22,26.4090909090909,0.181818181818182,0.318181818181818,1.36363636363636,0.0909090909090909,1,0.909090909090909,8,1,8,0,0,3,"UEFA",0
128,"Cameroon 1994","WC-1994","T-11","Cameroon","Group B",3,0,1,2,3,11,-8,1,0,"CAF","Africa",1994,2,22,27.5909090909091,0.272727272727273,0.318181818181818,2.13636363636364,0.681818181818182,2,0.454545454545455,5,1,6,0,1,1,"CAF",0
129,"Germany 1994","WC-1994","T-31","Germany","Group C",3,2,1,0,5,3,2,7,1,"UEFA","Europe",1994,0,22,29.0909090909091,0.227272727272727,0.272727272727273,2.27272727272727,0.772727272727273,3,0.454545454545455,6,0,6,0,0,7,"UEFA",0
130,"Spain 1994","WC-1994","T-73","Spain","Group C",3,1,2,0,6,4,2,5,1,"UEFA","Europe",1994,7,22,26.7272727272727,0.181818181818182,0.363636363636364,1.95454545454545,0.318181818181818,2,0.772727272727273,7,1,8,0,0,5,"UEFA",0
131,"South Korea 1994","WC-1994","T-71","South Korea","Group C",3,0,2,1,4,5,-1,2,0,"AFC","East Asia",1994,3,22,26.9545454545455,0.136363636363636,0.363636363636364,1.81818181818182,0.318181818181818,2,0.727272727272727,6,0,6,0,0,2,"AFC",0
132,"Bolivia 1994","WC-1994","T-07","Bolivia","Group C",3,0,1,2,1,4,-3,1,0,"CONMEBOL","South America",1994,2,22,27.5909090909091,0.136363636363636,0.318181818181818,1,0,0,1,7,2,8,0,1,1,"CONMEBOL",0
133,"Nigeria 1994","WC-1994","T-50","Nigeria","Group D",3,2,0,1,6,2,4,6,1,"CAF","Africa",1994,0,22,26.2272727272727,0.227272727272727,0.363636363636364,1.63636363636364,0,0,1,5,0,5,0,1,6,"CAF",0
134,"Bulgaria 1994","WC-1994","T-10","Bulgaria","Group D",3,2,0,1,6,3,3,6,1,"UEFA","Europe",1994,5,22,28.2272727272727,0.318181818181818,0.272727272727273,1.45454545454545,0.0909090909090909,1,0.909090909090909,10,1,10,0,0,6,"UEFA",0
135,"Argentina 1994","WC-1994","T-03","Argentina","Group D",3,2,0,1,6,3,3,6,1,"CONMEBOL","South America",1994,9,22,27.8636363636364,0.181818181818182,0.318181818181818,2,0.5,3,0.636363636363636,5,0,5,0,0,6,"CONMEBOL",0
136,"Greece 1994","WC-1994","T-33","Greece","Group D",3,0,0,3,0,10,-10,0,0,"UEFA","Europe",1994,0,22,28.9545454545455,0.181818181818182,0.318181818181818,1,0,0,1,8,0,8,0,0,0,"UEFA",0
137,"Mexico 1994","WC-1994","T-46","Mexico","Group E",3,1,1,1,3,3,0,4,1,"CONCACAF","North America",1994,9,22,28.2272727272727,0.272727272727273,0.227272727272727,1.54545454545455,0.136363636363636,2,0.909090909090909,6,0,6,0,0,4,"CONCACAF",0
138,"Republic of Ireland 1994","WC-1994","T-60","Republic of Ireland","Group E",3,1,1,1,2,2,0,4,1,"UEFA","Europe",1994,1,22,29.1818181818182,0.227272727272727,0.363636363636364,1.77272727272727,0.545454545454545,1,0.454545454545455,8,0,8,0,1,4,"UEFA",0
139,"Italy 1994","WC-1994","T-41","Italy","Group E",3,1,1,1,2,2,0,4,1,"UEFA","Europe",1994,10,22,27.8636363636364,0.227272727272727,0.363636363636364,1.68181818181818,0.363636363636364,2,0.681818181818182,2,1,3,0,0,4,"UEFA",0
140,"Norway 1994","WC-1994","T-53","Norway","Group E",3,1,1,1,1,1,0,4,0,"UEFA","Europe",1994,0,22,27.0909090909091,0.227272727272727,0.409090909090909,1.5,0,0,1,6,0,6,0,0,4,"UEFA",0
141,"Netherlands 1994","WC-1994","T-48","Netherlands","Group F",3,2,0,1,4,3,1,6,1,"UEFA","Europe",1994,3,22,27.4545454545455,0.272727272727273,0.318181818181818,1.72727272727273,0.272727272727273,1,0.727272727272727,9,0,9,0,0,6,"UEFA",0
142,"Saudi Arabia 1994","WC-1994","T-63","Saudi Arabia","Group F",3,2,0,1,4,3,1,6,1,"AFC","Middle East",1994,0,22,24.4545454545455,0.227272727272727,0.363636363636364,1.72727272727273,0,0,1,9,0,9,0,1,6,"AFC",0
143,"Belgium 1994","WC-1994","T-06","Belgium","Group F",3,2,0,1,2,1,1,6,1,"UEFA","Europe",1994,6,22,29.3636363636364,0.181818181818182,0.363636363636364,2.31818181818182,0.727272727272727,2,0.454545454545455,5,0,5,0,0,6,"UEFA",0
144,"Morocco 1994","WC-1994","T-47","Morocco","Group F",3,0,0,3,2,5,-3,0,0,"CAF","Africa",1994,2,22,26.5909090909091,0.227272727272727,0.272727272727273,1.36363636363636,0.0454545454545455,1,0.954545454545455,10,0,10,0,0,0,"CAF",0
145,"Brazil 1998","WC-1998","T-09","Brazil","Group A",3,2,0,1,6,3,3,6,1,"CONMEBOL","South America",1998,13,22,27.8636363636364,0.136363636363636,0.318181818181818,2.04545454545455,0.5,2,0.681818181818182,4,0,4,0,0,6,"CONMEBOL",1
146,"Norway 1998","WC-1998","T-53","Norway","Group A",3,1,2,0,5,4,1,5,1,"UEFA","Europe",1998,1,22,28.1818181818182,0.227272727272727,0.363636363636364,1.5,0.5,1,0.5,4,0,4,0,0,5,"UEFA",1
147,"Morocco 1998","WC-1998","T-47","Morocco","Group A",3,1,1,1,5,5,0,4,0,"CAF","Africa",1998,3,22,26.8636363636364,0.181818181818182,0.409090909090909,1.31818181818182,0.318181818181818,1,0.681818181818182,4,0,4,0,1,4,"CAF",1
148,"Scotland 1998","WC-1998","T-64","Scotland","Group A",3,0,1,2,2,6,-4,1,0,"UEFA","Europe",1998,7,22,29.9545454545455,0.227272727272727,0.363636363636364,1.22727272727273,0.227272727272727,3,0.863636363636364,4,1,5,0,0,1,"UEFA",1
149,"Italy 1998","WC-1998","T-41","Italy","Group B",3,2,1,0,7,3,4,7,1,"UEFA","Europe",1998,11,22,27.6363636363636,0.227272727272727,0.318181818181818,2.36363636363636,0.545454545454545,3,0.681818181818182,5,0,5,0,0,7,"UEFA",1
150,"Chile 1998","WC-1998","T-13","Chile","Group B",3,0,3,0,4,4,0,3,1,"CONMEBOL","South America",1998,6,22,27.1818181818182,0.181818181818182,0.363636363636364,1,0,0,1,11,0,11,0,1,3,"CONMEBOL",1
151,"Austria 1998","WC-1998","T-05","Austria","Group B",3,0,2,1,3,4,-1,2,0,"UEFA","Europe",1998,5,22,29.8181818181818,0.181818181818182,0.227272727272727,1.27272727272727,0.272727272727273,1,0.727272727272727,6,0,6,0,0,2,"UEFA",1
152,"Cameroon 1998","WC-1998","T-11","Cameroon","Group B",3,0,2,1,2,5,-3,2,0,"CAF","Africa",1998,3,22,23.6818181818182,0.272727272727273,0.318181818181818,2,0.318181818181818,2,0.772727272727273,6,3,8,0,1,2,"CAF",1
153,"France 1998","WC-1998","T-30","France","Group C",3,3,0,0,9,1,8,9,1,"UEFA","Europe",1998,7,22,27.4545454545455,0.181818181818182,0.272727272727273,1.95454545454545,0,0,1,7,1,8,1,0,9,"UEFA",1
154,"Denmark 1998","WC-1998","T-22","Denmark","Group C",3,1,1,1,3,3,0,4,1,"UEFA","Europe",1998,1,22,29.4090909090909,0.181818181818182,0.363636363636364,1.40909090909091,0.0454545454545455,1,0.954545454545455,8,2,10,0,1,4,"UEFA",1
155,"South Africa 1998","WC-1998","T-70","South Africa","Group C",3,0,2,1,3,6,-3,2,0,"CAF","Africa",1998,0,23,26.304347826087,0.260869565217391,0.260869565217391,1.26086956521739,0,0,1,7,1,7,0,1,2,"CAF",1
156,"Saudi Arabia 1998","WC-1998","T-63","Saudi Arabia","Group C",3,0,1,2,2,7,-5,1,0,"AFC","Middle East",1998,1,22,25.7727272727273,0.227272727272727,0.272727272727273,2.09090909090909,0.5,1,0.5,4,1,5,0,1,1,"AFC",1
157,"Nigeria 1998","WC-1998","T-50","Nigeria","Group D",3,2,0,1,5,5,0,6,1,"CAF","Africa",1998,1,22,26.7272727272727,0.181818181818182,0.363636363636364,1.86363636363636,0.545454545454545,1,0.454545454545455,7,0,7,0,1,6,"CAF",1
158,"Paraguay 1998","WC-1998","T-55","Paraguay","Group D",3,1,2,0,3,1,2,5,1,"CONMEBOL","South America",1998,4,22,26.7727272727273,0.227272727272727,0.363636363636364,1.68181818181818,0,0,1,3,0,3,0,1,5,"CONMEBOL",1
159,"Spain 1998","WC-1998","T-73","Spain","Group D",3,1,1,1,8,4,4,4,0,"UEFA","Europe",1998,8,22,27.2272727272727,0.227272727272727,0.409090909090909,1.95454545454545,0.636363636363636,3,0.545454545454545,7,0,7,0,0,4,"UEFA",1
160,"Bulgaria 1998","WC-1998","T-10","Bulgaria","Group D",3,0,1,2,1,7,-6,1,0,"UEFA","Europe",1998,6,22,28.1818181818182,0.227272727272727,0.272727272727273,1.40909090909091,0.409090909090909,2,0.636363636363636,7,1,7,0,0,1,"UEFA",1
161,"Netherlands 1998","WC-1998","T-48","Netherlands","Group E",3,1,2,0,7,2,5,5,1,"UEFA","Europe",1998,4,22,27.0454545454545,0.181818181818182,0.272727272727273,1.72727272727273,0.454545454545455,2,0.590909090909091,2,1,3,0,0,5,"UEFA",1
162,"Mexico 1998","WC-1998","T-46","Mexico","Group E",3,1,2,0,7,5,2,5,1,"CONCACAF","North America",1998,10,22,27.2727272727273,0.227272727272727,0.227272727272727,2.04545454545455,0.272727272727273,1,0.727272727272727,8,2,10,0,0,5,"CONCACAF",1
163,"Belgium 1998","WC-1998","T-06","Belgium","Group E",3,0,3,0,3,3,0,3,0,"UEFA","Europe",1998,7,22,29.9090909090909,0.227272727272727,0.363636363636364,2.13636363636364,0.772727272727273,3,0.545454545454545,4,1,5,0,0,3,"UEFA",1
164,"South Korea 1998","WC-1998","T-71","South Korea","Group E",3,0,1,2,2,9,-7,1,0,"AFC","East Asia",1998,4,22,26.2272727272727,0.227272727272727,0.409090909090909,1.81818181818182,0.409090909090909,2,0.681818181818182,7,1,8,0,0,1,"AFC",1
165,"Germany 1998","WC-1998","T-31","Germany","Group F",3,2,1,0,6,2,4,7,1,"UEFA","Europe",1998,1,22,30.2727272727273,0.181818181818182,0.454545454545455,2.27272727272727,0.909090909090909,4,0.5,6,0,6,0,0,7,"UEFA",1
166,"Yugoslavia 1998","WC-1998","T-87","Yugoslavia","Group F",3,2,1,0,4,2,2,7,1,"UEFA","Europe",1998,8,22,28.2272727272727,0.181818181818182,0.318181818181818,1.27272727272727,0.136363636363636,1,0.863636363636364,4,0,4,0,0,7,"UEFA",1
167,"Iran 1998","WC-1998","T-38","Iran","Group F",3,1,0,2,2,4,-2,3,0,"AFC","Middle East",1998,1,22,27.3181818181818,0.181818181818182,0.363636363636364,1.09090909090909,0,0,1,3,0,3,0,0,3,"AFC",1
168,"United States 1998","WC-1998","T-83","United States","Group F",3,0,0,3,1,5,-4,0,0,"CONCACAF","North America",1998,4,22,28.9090909090909,0.181818181818182,0.318181818181818,2.45454545454545,0.772727272727273,2,0.363636363636364,4,0,4,0,0,0,"CONCACAF",1
169,"Romania 1998","WC-1998","T-61","Romania","Group G",3,2,1,0,4,2,2,7,1,"UEFA","Europe",1998,4,22,28.5,0.227272727272727,0.272727272727273,1.72727272727273,0.727272727272727,2,0.454545454545455,7,0,7,0,0,7,"UEFA",1
170,"England 1998","WC-1998","T-28","England","Group G",3,2,0,1,5,2,3,6,1,"UEFA","Europe",1998,9,22,28.1818181818182,0.181818181818182,0.318181818181818,1.72727272727273,0.0454545454545455,1,0.954545454545455,3,0,3,0,0,6,"UEFA",1
171,"Colombia 1998","WC-1998","T-16","Colombia","Group G",3,1,0,2,1,3,-2,3,0,"CONMEBOL","South America",1998,3,22,28.1363636363636,0.272727272727273,0.272727272727273,1.63636363636364,0.590909090909091,2,0.5,5,0,5,0,0,3,"CONMEBOL",1
172,"Tunisia 1998","WC-1998","T-79","Tunisia","Group G",3,0,1,2,1,4,-3,1,0,"CAF","Africa",1998,1,22,26.3636363636364,0.227272727272727,0.318181818181818,1.68181818181818,0,0,1,7,0,7,0,1,1,"CAF",1
173,"Argentina 1998","WC-1998","T-03","Argentina","Group H",3,3,0,0,7,0,7,9,1,"CONMEBOL","South America",1998,10,22,26.4545454545455,0.227272727272727,0.318181818181818,2.09090909090909,0.363636363636364,2,0.727272727272727,4,0,4,0,0,9,"CONMEBOL",1
174,"Croatia 1998","WC-1998","T-18","Croatia","Group H",3,2,0,1,4,2,2,6,1,"UEFA","Europe",1998,0,22,28.0909090909091,0.181818181818182,0.318181818181818,1.68181818181818,0.136363636363636,1,0.863636363636364,8,0,8,0,0,6,"UEFA",1
175,"Jamaica 1998","WC-1998","T-43","Jamaica","Group H",3,1,0,2,3,9,-6,3,0,"CONCACAF","Caribbean",1998,0,22,26.5909090909091,0.272727272727273,0.318181818181818,1,0,0,1,5,1,5,0,1,3,"CONCACAF",1
176,"Japan 1998","WC-1998","T-44","Japan","Group H",3,0,0,3,1,4,-3,0,0,"AFC","East Asia",1998,0,22,26,0.181818181818182,0.318181818181818,1.63636363636364,0,0,1,7,0,7,0,0,0,"AFC",1
177,"Denmark 2002","WC-2002","T-22","Denmark","Group A",3,2,1,0,5,2,3,7,1,"UEFA","Europe",2002,2,23,28.0869565217391,0.173913043478261,0.304347826086957,1.60869565217391,0.304347826086957,1,0.695652173913043,8,0,8,0,0,7,"UEFA",2
178,"Senegal 2002","WC-2002","T-65","Senegal","Group A",3,1,2,0,5,4,1,5,1,"CAF","Africa",2002,0,23,25.3478260869565,0.217391304347826,0.304347826086957,1,0,0,1,10,1,10,0,1,5,"CAF",2
179,"Uruguay 2002","WC-2002","T-84","Uruguay","Group A",3,0,2,1,4,5,-1,2,0,"CONMEBOL","South America",2002,9,23,25.8260869565217,0.304347826086957,0.260869565217391,1.1304347826087,0,0,1,10,0,10,0,0,2,"CONMEBOL",2
180,"France 2002","WC-2002","T-30","France","Group A",3,0,1,2,0,3,-3,1,0,"UEFA","Europe",2002,8,23,28.9565217391304,0.217391304347826,0.347826086956522,2.17391304347826,0.608695652173913,1,0.391304347826087,3,1,4,0,0,1,"UEFA",2
181,"Spain 2002","WC-2002","T-73","Spain","Group B",3,3,0,0,9,4,5,9,1,"UEFA","Europe",2002,9,23,27.1304347826087,0.173913043478261,0.260869565217391,1.8695652173913,0.391304347826087,3,0.782608695652174,2,0,2,0,0,9,"UEFA",2
182,"Paraguay 2002","WC-2002","T-55","Paraguay","Group B",3,1,1,1,6,6,0,4,1,"CONMEBOL","South America",2002,5,23,28.2173913043478,0.217391304347826,0.347826086956522,2.08695652173913,0.434782608695652,1,0.565217391304348,8,1,8,0,1,4,"CONMEBOL",2
183,"South Africa 2002","WC-2002","T-70","South Africa","Group B",3,1,1,1,5,5,0,4,0,"CAF","Africa",2002,1,23,26.8260869565217,0.130434782608696,0.304347826086957,1.43478260869565,0.260869565217391,1,0.739130434782609,10,0,10,0,0,4,"CAF",2
184,"Slovenia 2002","WC-2002","T-69","Slovenia","Group B",3,0,0,3,2,7,-5,0,0,"UEFA","Europe",2002,0,23,28.695652173913,0.217391304347826,0.347826086956522,1,0,0,1,10,1,11,0,0,0,"UEFA",2
185,"Brazil 2002","WC-2002","T-09","Brazil","Group C",3,3,0,0,11,3,8,9,1,"CONMEBOL","South America",2002,14,23,26.7391304347826,0.173913043478261,0.347826086956522,1.95652173913043,0.347826086956522,2,0.739130434782609,4,0,4,0,0,9,"CONMEBOL",2
186,"Turkey 2002","WC-2002","T-80","Turkey","Group C",3,1,1,1,5,3,2,4,1,"UEFA","Europe, Asia",2002,1,23,28.2608695652174,0.217391304347826,0.260869565217391,1,0,0,1,9,2,9,0,0,4,"UEFA",2
187,"Costa Rica 2002","WC-2002","T-17","Costa Rica","Group C",3,1,1,1,5,6,-1,4,0,"CONCACAF","Central America",2002,1,23,27.695652173913,0.260869565217391,0.391304347826087,1.43478260869565,0.0434782608695652,1,0.956521739130435,6,0,6,0,0,4,"CONCACAF",2
188,"China 2002","WC-2002","T-14","China","Group C",3,0,0,3,0,9,-9,0,0,"AFC","East Asia",2002,0,23,26.6521739130435,0.173913043478261,0.347826086956522,1,0,0,1,5,1,6,0,1,0,"AFC",2
189,"South Korea 2002","WC-2002","T-71","South Korea","Group D",3,2,1,0,4,1,3,7,1,"AFC","East Asia",2002,5,23,27.1304347826087,0.304347826086957,0.304347826086957,2.26086956521739,0.565217391304348,3,0.608695652173913,7,0,7,1,1,7,"AFC",2
190,"United States 2002","WC-2002","T-83","United States","Group D",3,1,1,1,5,6,-1,4,1,"CONCACAF","North America",2002,5,23,28.8260869565217,0.217391304347826,0.347826086956522,2.52173913043478,0.826086956521739,2,0.478260869565217,4,0,4,0,0,4,"CONCACAF",2
191,"Portugal 2002","WC-2002","T-58","Portugal","Group D",3,1,0,2,6,4,2,3,0,"UEFA","Europe",2002,2,23,28.3913043478261,0.130434782608696,0.347826086956522,1.30434782608696,0,0,1,7,2,8,0,0,3,"UEFA",2
192,"Poland 2002","WC-2002","T-57","Poland","Group D",3,1,0,2,3,7,-4,3,0,"UEFA","Europe",2002,4,23,28.7391304347826,0.217391304347826,0.391304347826087,1.17391304347826,0,0,1,9,0,9,0,0,3,"UEFA",2
193,"Germany 2002","WC-2002","T-31","Germany","Group E",3,2,1,0,11,1,10,7,1,"UEFA","Europe",2002,2,23,28.2608695652174,0.217391304347826,0.260869565217391,1.8695652173913,0.304347826086957,2,0.739130434782609,9,1,9,0,0,7,"UEFA",2
194,"Republic of Ireland 2002","WC-2002","T-60","Republic of Ireland","Group E",3,1,2,0,5,2,3,5,1,"UEFA","Europe",2002,2,23,27.5217391304348,0.173913043478261,0.347826086956522,1.30434782608696,0.304347826086957,2,0.739130434782609,4,0,4,0,0,5,"UEFA",2
195,"Cameroon 2002","WC-2002","T-11","Cameroon","Group E",3,1,1,1,2,3,-1,4,0,"CAF","Africa",2002,4,23,25.3913043478261,0.217391304347826,0.304347826086957,1.95652173913043,0.739130434782609,3,0.434782608695652,9,1,9,0,1,4,"CAF",2
196,"Saudi Arabia 2002","WC-2002","T-63","Saudi Arabia","Group E",3,0,0,3,0,12,-12,0,0,"AFC","Middle East",2002,2,23,26.4347826086957,0.173913043478261,0.347826086956522,2,0.521739130434783,2,0.608695652173913,3,0,3,0,0,0,"AFC",2
197,"Sweden 2002","WC-2002","T-74","Sweden","Group F",3,1,2,0,4,3,1,5,1,"UEFA","Europe",2002,7,23,27.304347826087,0.173913043478261,0.347826086956522,1.73913043478261,0.173913043478261,1,0.826086956521739,6,0,6,0,0,5,"UEFA",2
198,"England 2002","WC-2002","T-28","England","Group F",3,1,2,0,2,1,1,5,1,"UEFA","Europe",2002,10,23,27.304347826087,0.217391304347826,0.347826086956522,2.04347826086957,0.478260869565217,2,0.565217391304348,3,0,3,0,1,5,"UEFA",2
